frame,nrD,nrV,nrD_ratio,nrV_ratio,head_angle,dhead_dt,theta_rad,theta_deg,bin_index,binned_theta_deg,binned_theta_rad,polar_x,polar_y
0,1.1090346618361042,0.7895701273550159,0.5841313938266196,0.4158686061733804,-82.759172088,0.0,3.141592653589793,180.0,18,185.0,3.2288591161895095,-0.9961946980917455,-0.0871557427476579
1,1.1022773939149186,0.7954499862432817,0.5808407495406582,0.4191592504593418,-82.759172088,0.0,3.141592653589793,180.0,18,185.0,3.2288591161895095,-0.9961946980917455,-0.0871557427476579
2,1.095133280342274,0.8016664601464688,0.5773584089905528,0.4226415910094471,-82.759172088,2.957913810000001,3.1058666405589133,177.9530502345012,17,175.0,3.0543261909900763,-0.9961946980917455,0.0871557427476586
3,1.100987874530918,0.7627470919049884,0.5907427259554938,0.4092572740445062,-76.843344468,7.509136934999994,3.044181864221949,174.4187728901847,17,175.0,3.0543261909900763,-0.9961946980917455,0.0871557427476586
4,1.092455545842167,0.8579673165889822,0.5601121515159285,0.4398878484840713,-67.74089821800001,10.012323758999996,2.9948518226966527,171.59236970758013,17,175.0,3.0543261909900763,-0.9961946980917455,0.0871557427476586
5,1.0919701217922833,0.9107504343060752,0.5452433782971836,0.4547566217028163,-56.81869695,10.499060520000008,2.958871884626637,169.53087110902615,16,165.0,2.8797932657906435,-0.9659258262890682,0.258819045102521
6,1.054774798545144,0.8799225077353451,0.5451885393756911,0.4548114606243088,-46.742777178,12.289509747,2.884493464317623,165.2693015384695,16,165.0,2.8797932657906435,-0.9659258262890682,0.258819045102521
7,1.0332450588333302,1.0266029989504095,0.5016122693753604,0.4983877306246396,-32.239677456,16.725897845,2.6630195541367456,152.57978121284577,15,155.0,2.705260340591211,-0.90630778703665,0.4226182617406995
8,0.978752702337143,1.0473988684096749,0.4830599627728665,0.5169400372271334,-13.290981488,19.226058908,2.175659714221009,124.65611928150264,12,125.0,2.1816615649929116,-0.5735764363510458,0.819152044288992
9,0.9463197111336142,0.9608646533474146,0.4961868022607876,0.5038131977392123,6.21244036,19.159036087,1.257237121678168,72.03438091933457,7,75.0,1.3089969389957472,0.2588190451025207,0.9659258262890684
10,0.9136000356463028,0.9860549176851964,0.4809294625026964,0.5190705374973036,25.027090686,18.434590274,0.6348603578474625,36.37481908482476,3,35.0,0.6108652381980153,0.8191520442889918,0.573576436351046
11,0.895250544361195,0.9631573311327756,0.481729848525978,0.518270151474022,43.081620908000005,15.039916566,0.335875351592426,19.244240088718644,1,15.0,0.2617993877991494,0.9659258262890684,0.2588190451025207
12,0.8407934328239589,0.834896021077293,0.5017596971004789,0.4982403028995212,55.106923818,9.32032505,0.1675460784097193,9.599683166844883,0,5.0,0.0872664625997164,0.9961946980917455,0.0871557427476581
13,0.8830617564354606,0.9230088213425304,0.4889408904063382,0.5110591095936619,61.72227100800001,4.8316984430000005,0.0781219649048345,4.4760588763161575,0,5.0,0.0872664625997164,0.9961946980917455,0.0871557427476581
14,0.9327295975256544,0.9625427124751572,0.492134872969919,0.507865127030081,64.770320704,1.7550645019999962,0.0270901105599064,1.5521490016254202,0,5.0,0.0872664625997164,0.9961946980917455,0.0871557427476581
