frame,nrD,nrV,nrD_ratio,nrV_ratio,head_angle,dhead_dt,theta_rad,theta_deg,bin_index,binned_theta_deg,binned_theta_rad,polar_x,polar_y
0,0.9976422461444484,1.147410999249793,0.4650897353184773,0.5349102646815227,-16.8140091888,0.0,3.141592653589793,180.0,18,185.0,3.2288591161895095,-0.9961946980917455,-0.0871557427476579
1,0.9953869360659076,1.149715665071534,0.4640276579489033,0.5359723420510967,-16.8140091888,0.0,3.141592653589793,180.0,18,185.0,3.2288591161895095,-0.9961946980917455,-0.0871557427476579
2,0.9938010509235616,1.1513362561022529,0.4632808574391188,0.5367191425608812,-16.8140091888,6.666510887,2.7641196823370127,158.37239186695265,15,155.0,2.705260340591211,-0.90630778703665,0.4226182617406995
3,1.0165677418175425,1.1800172391561965,0.4627946337714196,0.5372053662285802,-3.4809874148,13.583157305,1.8216695944618184,104.37397942997045,10,105.0,1.832595714594046,-0.2588190451025208,0.9659258262890684
4,1.0198209386566437,1.1994261898314815,0.4595346437831836,0.5404653562168165,10.3523054212,13.946790252,0.932259811357148,53.41455260042686,5,55.0,0.9599310885968813,0.573576436351046,0.8191520442889918
5,1.0020097978740266,1.1759549816119184,0.4600670347435675,0.5399329652564325,24.4125930892,13.725727406399995,0.5121916529497321,29.34642001584903,2,25.0,0.4363323129985824,0.90630778703665,0.4226182617406994
6,0.9792641827918452,1.1545177621217375,0.4589335780660122,0.5410664219339877,37.803760233999995,12.6765000364,0.3235408915148738,18.5375275837023,1,15.0,0.2617993877991494,0.9659258262890684,0.2588190451025207
7,1.0067842608355615,1.1725987011157335,0.4619583975888957,0.5380416024111043,49.765593162,10.361981407000004,0.2052827155995897,11.761833210840882,1,15.0,0.2617993877991494,0.9659258262890684,0.2588190451025207
8,0.968053178604476,1.158817369688501,0.4551537842213453,0.5448462157786547,58.527723048000006,7.901484967000002,0.134192794700712,7.688680777416316,0,5.0,0.0872664625997164,0.9961946980917455,0.0871557427476581
9,1.0067118301128462,1.0781823126552197,0.4828599253371483,0.5171400746628516,65.568563096,5.812184414999994,0.0884117681489886,5.065621174226209,0,5.0,0.0872664625997164,0.9961946980917455,0.0871557427476581
10,0.9943374426979348,1.0881185051552706,0.4774830621137474,0.5225169378862526,70.152091878,2.1494408249999992,0.0306301425887234,1.7549778962177702,0,5.0,0.0872664625997164,0.9961946980917455,0.0871557427476581
11,1.0075212919629928,1.090107293095135,0.4803144365688901,0.5196855634311099,69.867444746,-2.05713261599999,6.253750446899303,358.31350673538253,35,355.0,6.19591884457987,0.9961946980917455,-0.0871557427476583
12,0.9718416114219888,1.0753629211515714,0.4747164223011354,0.5252835776988646,66.03782664600001,-6.002841987000004,6.1925343831400665,354.8060846435745,35,355.0,6.19591884457987,0.9961946980917455,-0.0871557427476583
13,0.9535464782539806,1.0286716634113433,0.4810502225818981,0.5189497774181018,57.861760772,-9.645710815000008,6.118001586189721,350.53566994301417,35,355.0,6.19591884457987,0.9961946980917455,-0.0871557427476583
14,0.9522472434195672,1.081101244513449,0.4683148260471408,0.5316851739528593,46.746405016,-12.905318684999996,6.0138238298822335,344.56672418745273,34,345.0,6.021385919380437,0.9659258262890684,-0.2588190451025207
15,0.963905981934416,1.019593527593769,0.4859622991102731,0.5140377008897268,32.051123402,-15.599384104999997,5.830231616111017,334.0476651868985,33,335.0,5.8468529941810035,0.9063077870366496,-0.4226182617407
16,0.998783140391814,1.0172924299265007,0.4954095744705234,0.5045904255294766,15.547636806000003,-16.920427583000002,5.455531049039676,312.578904112552,31,315.0,5.497787143782138,0.7071067811865474,-0.7071067811865477
17,1.020938170589144,1.008676661188598,0.5030206493391177,0.4969793506608821,-1.7897317640000012,-16.195891008000004,4.602330223969718,263.6940977589637,26,265.0,4.625122517784973,-0.0871557427476582,-0.9961946980917455
18,1.0542163094315706,0.993714867591317,0.5147713562152527,0.4852286437847473,-16.84414521,-14.769455526999998,3.861458297498863,221.2452632124571,22,225.0,3.9269908169872414,-0.7071067811865477,-0.7071067811865475
19,1.073473488443269,0.9782546653249606,0.5232045417282568,0.4767954582717431,-31.328642818,-12.885954636,3.5318155044839377,202.3581224257973,20,205.0,3.577924966588375,-0.90630778703665,-0.4226182617406993
20,1.0664452408215437,0.963124710216972,0.5254537988581529,0.4745462011418469,-42.616054482,-9.321964673,3.3569436968464115,192.33870589234348,19,195.0,3.4033920413889422,-0.9659258262890684,-0.2588190451025203
21,1.0312353696459786,0.949257530298898,0.520696322453204,0.479303677546796,-49.972572164,-4.58044336,3.2329963988754855,185.23704883655896,18,185.0,3.2288591161895095,-0.9961946980917455,-0.0871557427476579
22,1.0395254827797835,0.9375097983415576,0.5258001679111068,0.4741998320888931,-51.776941202,-0.6236160360000014,3.1536363523725934,180.6900531099813,18,185.0,3.2288591161895095,-0.9961946980917455,-0.0871557427476579
23,1.1038448643353729,0.987384240276828,0.5278450179852823,0.4721549820147177,-51.219804236,1.358989171000001,3.1150663825790126,178.48015662486205,17,175.0,3.0543261909900763,-0.9961946980917455,0.0871557427476586
24,1.0621729897672376,0.9724262728948444,0.5220551335389182,0.4779448664610818,-49.05896286,1.8560460820000024,3.1037777224667344,177.83336404407086,17,175.0,3.0543261909900763,-0.9961946980917455,0.0871557427476586
25,1.0838914041963672,0.9374322338586388,0.5362285305480959,0.4637714694519041,-47.507712072,1.197917181000001,3.1163827804099107,178.5555806647327,17,175.0,3.0543261909900763,-0.9961946980917455,0.0871557427476586
26,1.1419945030202054,0.9419714218593715,0.5479909673120956,0.4520090326879044,-46.663128498,-0.4274329340000058,3.1507523690602603,180.52481303799848,18,185.0,3.2288591161895095,-0.9961946980917455,-0.0871557427476579
27,1.1371329965601091,0.947885780639323,0.5453826166915821,0.4546173833084179,-48.36257794000001,-1.3515904970000037,3.1695324127760003,181.60083028198153,18,185.0,3.2288591161895095,-0.9961946980917455,-0.0871557427476579
28,1.0376167671423535,0.916865200299972,0.530890939096358,0.469109060903642,-49.366309492000006,-0.4816121499999966,3.1513482313574612,180.55895343279903,18,185.0,3.2288591161895095,-0.9961946980917455,-0.0871557427476579
29,1.0128478869157125,0.9186898399125925,0.5243738565639442,0.4756261434360557,-49.32580224,2.2029535900000035,3.096961029817079,177.44279632500772,17,175.0,3.0543261909900763,-0.9961946980917455,0.0871557427476586
30,0.9550051094714626,0.9489453193501768,0.501591372871256,0.498408627128744,-44.960402312,6.6393766343,2.994980598486382,171.5997480168351,17,175.0,3.0543261909900763,-0.9961946980917455,0.0871557427476586
31,0.9418351405559926,0.981542782684146,0.4896776287051113,0.5103223712948888,-36.0470489714,10.8203105833,2.849978175315462,163.29172114997138,16,165.0,2.8797932657906435,-0.9659258262890682,0.258819045102521
32,0.909743490136632,1.007934234710678,0.4743985281515787,0.5256014718484212,-23.319781145399997,13.794135125000002,2.607431203070849,149.39480330667834,14,145.0,2.5307274153917776,-0.8191520442889917,0.5735764363510464
33,0.9495139253999448,1.0247319702592883,0.4809501833017039,0.5190498166982961,-8.458778721399998,15.963297084,2.0580684006654977,117.91863330737232,11,115.0,2.007128639793479,-0.4226182617406993,0.90630778703665
34,0.9840596212835744,1.0409918182005502,0.4859430245062123,0.5140569754937877,8.6068130226,16.669348524,1.0941736228115682,62.69153064164212,6,65.0,1.1344640137963142,0.4226182617406994,0.90630778703665
35,1.0106742388540402,1.056002113913426,0.4890336300120995,0.5109663699879006,24.8799183266,15.0568793427,0.5442211028838031,31.18157231719687,3,35.0,0.6108652381980153,0.8191520442889918,0.573576436351046
36,0.9909247134801114,1.069232322188702,0.4809947476447667,0.5190052523552334,38.720571708,12.375695530699996,0.3093541362433569,17.72468638165941,1,15.0,0.2617993877991494,0.9659258262890684,0.2588190451025207
37,1.0125620732603478,1.0803207725272406,0.4838121136586137,0.5161878863413862,49.63130938799999,9.902847277,0.1969418929902673,11.28393927765941,1,15.0,0.2617993877991494,0.9659258262890684,0.2588190451025207
38,1.0318160682614073,1.0890086802752723,0.4865164219595875,0.5134835780404124,58.526266262,7.8664486640000035,0.1336081221261373,7.655181506496143,0,5.0,0.0872664625997164,0.9961946980917455,0.0871557427476581
39,1.0479184657500198,1.0950748548800295,0.4889975417384536,0.5110024582615464,65.364206716,5.5758511770000005,0.0850983337470872,4.875775367303801,0,5.0,0.0872664625997164,0.9961946980917455,0.0871557427476581
40,1.0290783141051076,1.0983108055861095,0.4837282961447479,0.5162717038552521,69.677968616,2.819777803000001,0.0404466438571509,2.317421988483484,0,5.0,0.0872664625997164,0.9961946980917455,0.0871557427476581
41,0.9835798116451052,1.085574852626043,0.475353451643291,0.524646548356709,71.003762322,0.0528517169999958,0.0007443507993185,0.0426481592781428,0,5.0,0.0872664625997164,0.9961946980917455,0.0871557427476581
42,0.9186110860558508,1.0827848297611486,0.458985190684203,0.5410148093157968,69.78367204999999,-2.927203786,6.241263054170256,357.5980318348858,35,355.0,6.19591884457987,0.9961946980917455,-0.0871557427476583
43,0.8626767527441073,1.0770465855581737,0.4447421628174843,0.5552578371825156,65.14935475,-6.5155681149999936,6.183507040231953,354.2888559947223,35,355.0,6.19591884457987,0.9961946980917455,-0.0871557427476583
44,0.8709817021459684,1.068574367850763,0.4490623991846939,0.5509376008153061,56.752535820000006,-9.911966486,6.110276933423359,350.09307994129756,35,355.0,6.19591884457987,0.9961946980917455,-0.0871557427476583
45,0.8783550125378461,1.0576664784740952,0.453690734640935,0.546309265359065,45.325421778,-12.691340661600004,6.010172050731045,344.3574926543758,34,345.0,6.021385919380437,0.9659258262890684,-0.2588190451025207
46,0.9001631778429844,1.0446606430418914,0.4628507570590219,0.5371492429409781,31.369854496799995,-15.0523112036,5.835800555748733,334.3667419245027,33,335.0,5.8468529941810035,0.9063077870366496,-0.4226182617407
47,0.936064209953016,1.019175106185494,0.4787466179852047,0.5212533820147954,15.2207993708,-16.632857043999998,5.453486615279257,312.4617666865859,31,315.0,5.497787143782138,0.7071067811865474,-0.7071067811865477
48,0.9703591211816972,0.9796265701675018,0.4976237135926386,0.5023762864073613,-1.8958595911999991,-16.679108437,4.5992080270097135,263.5152090503469,26,265.0,4.625122517784973,-0.0871557427476582,-0.9961946980917455
49,0.915654093888196,0.9797785029762196,0.4830844923754863,0.5169155076245137,-18.1374175032,-15.500325502000004,3.848754020291864,220.51736174673184,22,225.0,3.9269908169872414,-0.7071067811865477,-0.7071067811865475
50,0.910757109631856,0.9200591186892716,0.4974596005558828,0.5025403994441172,-32.896510595200006,-13.277576088400004,3.5252128522828805,201.97981832108397,20,205.0,3.577924966588375,-0.90630778703665,-0.4226182617406993
51,0.9202067603425212,0.89282735381234,0.5075507146601442,0.4924492853398559,-44.692569680000005,-10.177694955399993,3.365500963264428,192.82900114226484,19,195.0,3.4033920413889422,-0.9659258262890684,-0.2588190451025203
52,0.9628705654721186,0.9045793562520998,0.5156071679732644,0.4843928320267355,-53.25190050599999,-6.640237604999996,3.2656471788726265,187.10780072820532,18,185.0,3.2288591161895095,-0.9961946980917455,-0.0871557427476579
53,0.9780439849713884,0.912154239162603,0.517429321688992,0.482570678311008,-57.97304489,-3.2690977870000033,3.1979229590479092,183.2274887614328,18,185.0,3.2288591161895095,-0.9961946980917455,-0.0871557427476579
54,1.0161997024426677,0.869200117487144,0.5389836636774995,0.4610163363225005,-59.79009608,-0.3069143639999971,3.1467258058752474,180.2941079615545,18,185.0,3.2288591161895095,-0.9961946980917455,-0.0871557427476579
55,1.0128796045426771,0.8834602572676346,0.5341234580049101,0.4658765419950898,-58.58687361799999,2.118532782999999,3.1054478657014997,177.9290562026052,17,175.0,3.0543261909900763,-0.9961946980917455,0.0871557427476586
56,1.0832651312959058,0.8839527599180785,0.5506584380581325,0.4493415619418675,-55.553030514,3.432329977999995,3.079886344350829,176.46448891127824,17,175.0,3.0543261909900763,-0.9961946980917455,0.0871557427476586
57,1.0680827899800875,0.8913423987919783,0.5451000610283235,0.4548999389716764,-51.722213662,2.5838401689999984,3.091678046730838,177.14010369092713,17,175.0,3.0543261909900763,-0.9961946980917455,0.0871557427476586
58,1.0474218255065926,0.9041260273670888,0.5367133703456205,0.4632866296543795,-50.385350176,1.1468832800000044,3.11883434659428,178.69604506029404,17,175.0,3.0543261909900763,-0.9961946980917455,0.0871557427476586
59,1.0315445665156926,0.9600823682204476,0.5179406587270102,0.4820593412729897,-49.42844710199999,0.9467350680000024,3.1224413475059514,178.90271098923265,17,175.0,3.0543261909900763,-0.9961946980917455,0.0871557427476586
60,1.0125392987578412,0.9363962795885356,0.5195345141253749,0.4804654858746252,-48.49188004,1.422258591999995,3.1122712295947537,178.3200061557706,17,175.0,3.0543261909900763,-0.9961946980917455,0.0871557427476586
61,1.0057525320762166,0.9373158675746864,0.5176104620181733,0.4823895379818266,-46.583929918,4.279500999999996,3.049983321174203,174.7511718885757,17,175.0,3.0543261909900763,-0.9961946980917455,0.0871557427476586
62,0.9801011700312012,0.9492820397142055,0.5079867830717419,0.492013216928258,-39.932878040000006,9.141374418800002,2.916551673951915,167.10610164926007,16,165.0,2.8797932657906435,-0.9659258262890682,0.258819045102521
63,0.9790131442785026,0.9305086910097528,0.512700680445853,0.487299319554147,-28.3011810804,12.840248380800004,2.715665994536389,155.59620005413237,15,155.0,2.705260340591211,-0.90630778703665,0.4226182617406995
