frame,nrD,nrV,nrD_ratio,nrV_ratio,head_angle,dhead_dt,theta_rad,theta_deg,bin_index,binned_theta_deg,binned_theta_rad,polar_x,polar_y
0,1.0114479222765704,0.8783174888462509,0.5352240634331483,0.4647759365668518,45.729376774,0.0,0.0,0.0,0,5.0,0.0872664625997164,0.9961946980917455,0.0871557427476581
1,1.011795642373542,0.877959558562017,0.5354109579233508,0.4645890420766492,45.729376774,0.0,0.0,0.0,0,5.0,0.0872664625997164,0.9961946980917455,0.0871557427476581
2,1.0119736545064313,0.8777763194168622,0.535506637634968,0.464493362365032,45.729376774,-6.5486417251999995,6.140948090804373,351.85040781201116,35,355.0,6.19591884457987,0.9961946980917455,-0.0871557427476583
3,1.012902846827344,0.8727748325983483,0.5371558765736871,0.4628441234263128,32.6320933236,-13.0216034796,5.903504332718142,338.24588260194486,33,335.0,5.8468529941810035,0.9063077870366496,-0.4226182617407
4,1.0350879171805594,0.8491916957635849,0.5493281942180853,0.4506718057819148,19.6861698148,-12.496225416400002,5.717589920772792,327.5937714468197,32,325.0,5.672320068981571,0.8191520442889916,-0.5735764363510465
5,1.0303661206343842,0.8497526291754723,0.5480324690866409,0.4519675309133591,7.6396424908,-11.698209464,5.290912924771848,303.14698036064533,30,305.0,5.323254218582705,0.573576436351046,-0.8191520442889918
6,1.023541520399722,0.8773119158343425,0.5384641976540513,0.4615358023459486,-3.7102491132000006,-10.701409793,4.378651179487294,250.87823254460184,25,255.0,4.4505895925855405,-0.2588190451025206,-0.9659258262890684
7,1.2542040525485332,0.8679290271962201,0.5910110277812487,0.4089889722187513,-13.7631770952,-9.2175187898,3.731708323728963,213.8111373235087,21,215.0,3.752457891787808,-0.819152044288992,-0.5735764363510458
8,1.5399050202405202,0.8562225790702761,0.6426640303644291,0.3573359696355709,-22.1452866928,-8.3890462564,3.503706917741036,200.74761903735163,20,205.0,3.577924966588375,-0.90630778703665,-0.4226182617406993
9,1.5429020573776209,0.92376290087514,0.6255012672943313,0.3744987327056686,-30.541269608,-7.675530828600003,3.387810171224699,194.107224602668,19,195.0,3.4033920413889422,-0.9659258262890684,-0.2588190451025203
10,1.523661542398045,0.9590054070176676,0.6137196705972316,0.3862803294027683,-37.496348350000005,-6.597190415999997,3.3157523863255944,189.9786176468878,18,185.0,3.2288591161895095,-0.9961946980917455,-0.0871557427476579
11,1.5389334533216683,0.9368128052749788,0.6216038691275243,0.3783961308724756,-43.73565043999999,-5.855025531999999,3.274674451435145,187.6250253465519,18,185.0,3.2288591161895095,-0.9961946980917455,-0.0871557427476579
12,1.2904501788981173,0.9336042637362943,0.5802241861352855,0.4197758138647146,-49.206399414,-5.329614258000003,3.2494834684400984,186.18168833914987,18,185.0,3.2288591161895095,-0.9961946980917455,-0.0871557427476579
