a,time
0.9064436601241805,0.0
0.8785911599902901,0.1
0.8755949531556972,0.2
0.8890320164202054,0.3
0.9097416013193693,0.4
0.9303526041808664,0.5
0.9464012407731857,0.6
0.9562753990586499,0.7
0.9605840880303269,0.8
0.9614052110276033,0.9
0.9615006457466696,1.0
0.9633783358531207,1.1
0.9681954798432381,1.2
0.9748253368343798,1.3
0.9796636389577115,1.4
0.9776526275465833,1.5
0.9644925239316157,1.6
0.9392933144360543,1.7
0.9063858456719338,1.8
0.8750781331687718,1.9
0.856954270142376,2.0
0.8615608133365213,2.1
0.8923388497186409,2.2
0.9447560783657047,2.3
1.0075857861686524,2.4
1.0666988591643287,2.5
1.1095189403927443,2.6
1.1281741043186517,2.7
1.1203609475000533,2.8
1.0882942882202036,2.9
1.0369614227826878,3.0
0.972803425602042,3.1
0.9031750315575162,3.2
0.8361593930214661,3.3
0.7800654273849026,3.4
0.7422810908807753,3.5
0.7277461432754414,3.6
0.7377040649572191,3.7
0.7693663030344919,3.8
0.8167241262326949,3.9
0.872228731125625,4.0
0.9287058340063772,4.1
0.9808223376784323,4.2
1.0256698472401324,4.3
1.0624258225633751,4.4
1.0914072689038659,4.5
1.113012826599157,4.6
1.1270061549374115,4.7
1.1323819251943326,4.8
1.1277995057228487,4.9
1.1123746119868332,5.0
1.0865437739611512,5.1
1.0527290372565066,5.2
1.0155486736413122,5.3
0.9813401056228361,5.4
0.9568729683566506,5.5
0.9474243412658091,5.6
0.9548158712269956,5.7
0.9763024268223272,5.8
1.0050421437663477,5.9
1.0322157223448922,6.0
1.0500175643844796,6.1
1.054234138005459,6.2
1.0453089958815018,6.3
1.0275678836471576,6.4
1.007160413238943,6.5
0.9897626060668183,6.6
0.9789771377537156,6.7
0.9758479809072006,6.8
0.9793473497015995,6.9
0.9873746712795838,7.0
0.9977777485337087,7.1
1.0090469097919064,7.2
1.02050664832391,7.3
1.0319850799104173,7.4
1.0430987130360645,7.5
1.0524619075659805,7.6
1.0572668023066394,7.7
1.0536613496993719,7.8
1.038086355111249,7.9
1.009246961931162,8.0
0.9698794047628564,8.1
0.9272536487542348,8.2
0.8916919380971038,8.3
0.8732568332324046,8.4
0.877800284019977,8.5
0.9041819563124837,8.6
0.9441953947496485,8.7
0.985587396416806,8.8
1.0170288487011518,8.9
1.0327772159261568,9.0
1.034719741923145,9.1
1.0306495781745038,9.2
1.029521485728362,9.3
1.0361165532937016,9.4
1.048050370853606,9.5
1.0569533744953745,9.6
1.05337914761986,9.7
1.0327726363566412,9.8
0.999008103717576,9.9
0.9632151166530278,10.0
0.9382738662627054,10.1
0.9319428928383496,10.2
0.9424977460792913,10.3
0.9593962491956342,10.4
0.968629777225901,10.5
0.9597856327596473,10.6
0.9309884307776357,10.7
0.889240593498934,10.8
0.8463414988208529,10.9
0.8129063335042768,11.0
0.7937463965511412,11.1
0.7868032562818547,11.2
0.7857514724512125,11.3
0.7845205718073958,11.4
0.7812404426874089,11.5
0.7796536437753814,11.6
0.7874229418016132,11.7
0.812273123782582,11.8
0.8578695702245909,11.9
0.921379694029007,12.0
0.9938139059620987,12.1
1.0629265511469146,12.2
1.1173230548657516,12.3
1.1499986906319983,12.4
1.1599662602233838,12.5
1.1515988192744464,12.6
1.1322801230955946,12.7
1.109498096729563,12.8
1.0885094971900975,12.9
1.0712982472407575,13.0
1.056990872382908,13.1
1.0433707430915131,13.2
1.0287817622345097,13.3
1.0136093093388796,13.4
1.000707280100796,13.5
0.9945735742584746,13.6
0.9995983281732616,13.7
1.0181025393168148,13.8
1.048986127673486,13.9
1.0875596303353818,14.0
1.1266567580059286,14.1
1.1586261618825304,14.2
1.1774731388287154,14.3
1.18039303892626,14.4
1.1682044283165836,14.5
1.1446295770755472,14.6
1.114810981192345,14.7
1.083713519448776,14.8
1.055029041522348,14.9
1.0308923195105224,15.0
1.01228304675451,15.1
0.999657518967829,15.2
0.9933159979459669,15.3
0.993287749688135,15.4
0.9989163714195471,15.5
1.0085723312502668,15.6
1.0198398447066763,15.7
1.0301841018337003,15.8
1.0377555237418807,15.9
1.041884391393342,16.0
1.0430188410886245,16.1
1.042206589972431,16.2
1.040479250784745,16.3
1.0385117321129695,16.4
1.0367182938676718,16.5
1.035657778060462,16.6
1.0364152816161007,16.7
1.0406064790503178,16.8
1.049825526928926,16.9
1.0646643413566064,17.0
1.0837421253791621,17.1
1.1033343523529167,17.2
1.1180439234310162,17.3
1.1225008326438997,17.4
1.113500240989092,17.5
1.091620670944018,17.6
1.061470465571241,17.7
1.0303081699698997,17.8
1.0055727135405705,17.9
0.9923943134101857,18.0
0.9921386161168421,18.1
1.00249499497013,18.2
1.0188790137250008,18.3
1.0363790265654673,18.4
1.05136884042116,18.5
1.062204950770723,18.6
1.0689158128837928,18.7
1.0722288029492457,18.8
1.072512228028685,18.9
1.0691853715958377,19.0
1.0609045792249887,19.1
1.046464534228326,19.2
1.0259975371483732,19.3
1.0018578003134684,19.4
0.9786464208668556,19.5
0.9621687156471268,19.6
0.9575959646564773,19.7
0.967519869435591,19.8
0.9907401805826129,19.9
1.0224064056406619,20.0
1.0555891521227792,20.1
1.083697435640756,20.2
1.1026990340717846,20.3
1.112119699129979,20.4
1.1143552076954442,20.5
1.1126876174708478,20.6
1.1091006713413498,20.7
1.1031084071520905,20.8
1.0922359409653468,20.9
1.0738368357580692,21.0
1.047147504675711,21.1
1.0143352082240764,21.2
0.9798798456895823,21.3
0.9485893681292175,21.4
0.9233384176038042,21.5
0.9038037358558111,21.6
0.8869594084510004,21.7
0.8691815477281132,21.8
0.8489550584585468,21.9
0.8287813441029084,22.0
0.8151487808937166,22.1
0.8162496383468516,22.2
0.8381857444076047,22.3
0.8812574634951909,22.4
0.9381508996299104,22.5
0.99521721345687,22.6
1.036727205952856,22.7
