a,time
0.9649179331320922,0.0
0.9640301104729843,0.1
0.9700592373839452,0.2
0.9758289946890436,0.3
0.9734207095302155,0.4
0.9574013333349942,0.5
0.9267278769822617,0.6
0.8847821611063769,0.7
0.8380091990812573,0.8
0.7941010644173814,0.9
0.7604358866277535,1.0
0.7429248325224473,1.1
0.7450487782148963,1.2
0.7669410401787717,1.3
0.8047626367505364,1.4
0.8509412121988535,1.5
0.8957575503863753,1.6
0.9301804251937773,1.7
0.9490401971125724,1.8
0.9530983215175688,1.9
0.9487580769894495,2.0
0.9451600300551984,2.1
0.9498010206246273,2.2
0.9648328711779879,2.3
0.9861159325751179,2.4
1.0057417667853261,2.5
1.0167324338990658,2.6
1.0171755554844322,2.7
1.0112033786376378,2.8
1.0060825327646115,2.9
1.0071758752515003,3.0
1.0140107658238242,3.1
1.0200684665291135,3.2
1.0165307032436077,3.3
0.9976508720767239,3.4
0.964389982322357,3.5
0.924126061011433,3.6
0.8867650718105721,3.7
0.8597560285748845,3.8
0.844976200437789,3.9
0.8390635399296031,4.0
0.8365852523583291,4.1
0.8338583015679111,4.2
0.831139099111158,4.3
0.8321285620381086,4.4
0.8413918496795736,4.5
0.8613869236722147,4.6
0.8908103088003562,4.7
0.9250367986100271,4.8
0.9581964570130116,4.9
0.9856247000691333,5.0
1.0054320638428431,5.1
1.0186320847013863,5.2
1.028096173073008,5.3
1.0370520531962153,5.4
1.047779389093326,5.5
1.0608312972373826,5.6
1.0748384732071623,5.7
1.0868416592169654,5.8
1.093045603952983,5.9
1.0897962138176822,6.0
1.074511269612314,6.1
1.0463545022652014,6.2
1.0065998114209864,6.3
0.9587165512271095,6.4
0.9081196870384552,6.5
0.861404096295569,6.6
0.8249842994088123,6.7
0.8034656159339912,6.8
0.7984889001030188,6.9
0.8087687841566875,7.0
0.8314041850977435,7.1
0.863635027159474,7.2
0.9037502187458173,7.3
0.9503085951071804,7.4
1.0000510123644493,7.5
1.0460634041564378,7.6
1.0779913061431252,7.7
1.0850576104094656,7.8
1.0608202270883995,7.9
1.0071553101340844,8.0
