a,time
0.8548786038204372,0.0
0.8216662859108502,0.1
0.7858383938048095,0.2
0.770054771804708,0.3
0.7846699661549803,0.4
0.8233089133834195,0.5
0.8874106512467306,0.6
0.9676646040014497,0.7
1.017135686935674,0.8
0.9940761987586723,0.9
0.9248436440052277,1.0
0.8782772614751742,1.1
0.8835300714358378,1.2
0.9148808176605114,1.3
0.9428477103105495,1.4
0.9559040862076468,1.5
0.9450833861027246,1.6
0.9062583360276882,1.7
0.859420807014525,1.8
0.8514416173554632,1.9
0.9297864515032365,2.0
1.0979088805392656,2.1
1.2968751947502355,2.2
1.4515663437395325,2.3
1.5312422644742711,2.4
1.5425887805704848,2.5
1.478816670652309,2.6
1.3136545236199848,2.7
1.0491793220283643,2.8
0.7521253989249176,2.9
0.5311316594134678,3.0
0.45905560338630125,3.1
0.5184010692471323,3.2
0.6484003831264811,3.3
0.8145653891184362,3.4
0.9801467269888882,3.5
1.0670996905299768,3.6
1.0337537352542214,3.7
0.9529183392338486,3.8
0.9314773531993861,3.9
0.9740486813167116,4.0
0.9944363181948606,4.1
0.9499923665381199,4.2
0.8933386352000603,4.3
0.8817236694818573,4.4
0.9014106287935008,4.5
0.9083326757268883,4.6
0.8919634220275948,4.7
0.8657968413083252,4.8
0.8299984519306873,4.9
0.7807389733353264,5.0
0.7414584543740442,5.1
0.7459572632696991,5.2
0.7844129576292316,5.3
0.8058073270557021,5.4
0.7970807198689424,5.5
0.8169860530592614,5.6
0.9103802414973561,5.7
1.0251559237042718,5.8
1.0658135402307651,5.9
1.009091959878176,6.0
0.9179597236211644,6.1
0.8556901128914244,6.2
0.8361461755886657,6.3
0.8491675481237868,6.4
0.8835222793087947,6.5
0.9224939938743687,6.6
0.9481295502834906,6.7
0.948084162859711,6.8
0.9119655727795367,6.9
0.846800530031006,7.0
0.7998892251996604,7.1
0.8231478926429582,7.2
0.9012795744864706,7.3
0.9592156669120668,7.4
0.9539901615666736,7.5
0.9153524104948888,7.6
0.885664521672887,7.7
0.86475398265023,7.8
0.8312329813459285,7.9
0.7855806203520052,8.0
0.7513712333181908,8.1
0.7504983531154875,8.2
0.7908226476164428,8.3
0.8651437197956549,8.4
0.950752668448177,8.5
1.017868044510702,8.6
1.047181261461953,8.7
1.0417394587111437,8.8
1.0248129511697393,8.9
1.0217228903684152,9.0
1.0363164320693536,9.1
1.0522774007758906,9.2
1.06191744974135,9.3
1.0749094722744896,9.4
1.0890526288798277,9.5
1.0802123082253097,9.6
1.0425419743935451,9.7
1.010894892677989,9.8
1.0152129303477164,9.9
1.0371249152652786,10.0
1.0389140553666585,10.1
1.0133522697736834,10.2
0.9799677170450793,10.3
0.9491614995342932,10.4
0.9132643407221189,10.5
0.8650983719385498,10.6
0.8091820947385095,10.7
0.7606811359211458,10.8
0.742410484633101,10.9
0.7691082577190824,11.0
0.8273289117566225,11.1
0.8943881749691739,11.2
0.9777755208536821,11.3
1.0853994597461887,11.4
1.155004521400799,11.5
1.1030234969292432,11.6
0.9655512050485202,11.7
0.8864427889320825,11.8
0.9362270761814935,11.9
1.0382371902588057,12.0
1.0930061042993309,12.1
1.0929779980769376,12.2
1.0874610564550398,12.3
1.0873681280721719,12.4
1.0554034175107985,12.5
0.9864640091237906,12.6
0.9410954814845801,12.7
0.9717463825883824,12.8
1.058948174397734,12.9
1.136006648074826,13.0
1.1377864168208232,13.1
1.0427343813685532,13.2
0.9168989410271948,13.3
0.8786103823196894,13.4
0.9645788148415225,13.5
1.0730748750610366,13.6
1.0898038345284935,13.7
1.0276173398288468,13.8
0.9846709788387109,13.9
0.9936889066076608,14.0
0.9852818960232829,14.1
0.9060598757882736,14.2
0.8073030546424854,14.3
0.7818047758870088,14.4
0.8500986246646116,14.5
0.9475071533399491,14.6
1.0110899325697102,14.7
1.0453322059380235,14.8
1.089171374605488,14.9
1.142045612367021,15.0
1.161348534776263,15.1
1.1312529388221626,15.2
1.0885049000992288,15.3
1.0658159536221714,15.4
1.0484225429339398,15.5
1.0089170638239837,15.6
0.9579631675237673,15.7
0.9320826768809025,15.8
0.9441328096262771,15.9
0.9746280301150799,16.0
1.006588744904658,16.1
1.0426907182501115,16.2
1.0874302909557463,16.3
1.130280656058317,16.4
1.1566044512769587,16.5
1.168804652452662,16.6
1.1762839805640246,16.7
1.1710763672330027,16.8
1.1477926159107734,16.9
1.1320581950912194,17.0
1.1404919023258469,17.1
1.1313078067885254,17.2
1.0502314164681823,17.3
0.9157196023907971,17.4
0.810335615269436,17.5
0.792209977600503,17.6
0.8508415333054428,17.7
0.9358258277349127,17.8
0.995436978440038,17.9
1.0053531294458333,18.0
0.9845394449850182,18.1
0.9718813720376098,18.2
0.9964450075124006,18.3
1.0866312808165564,18.4
1.2544292555409138,18.5
1.425178147334132,18.6
1.4541620098579648,18.7
1.283875658669755,18.8
1.0347941772511289,18.9
0.8808523417881025,19.0
0.8738986856370723,19.1
0.9433435743285163,19.2
1.024872687155475,19.3
1.1065533304316035,19.4
1.1739084805576887,19.5
1.2095350167947996,19.6
1.2361243030076778,19.7
1.2700946871675782,19.8
1.2584186603702063,19.9
1.1499154201998882,20.0
0.9972413450370591,20.1
0.9053947370335564,20.2
0.904078924207114,20.3
0.9374719393723995,20.4
0.9561791774639855,20.5
0.9561502109057004,20.6
0.9422034197786117,20.7
0.9137869887998045,20.8
0.8869028957411276,20.9
0.8876542101609904,21.0
0.920804157793454,21.1
0.9703968949543401,21.2
1.0288811592720486,21.3
1.098974734710156,21.4
1.1632080347998683,21.5
1.183905753717466,21.6
1.1622254638612222,21.7
1.1734977424477322,21.8
1.27791901968028,21.9
1.392645556700113,22.0
1.3520420224183456,22.1
1.1327075419869395,22.2
0.9110646519838376,22.3
0.8493396034290677,22.4
0.9256794199859119,22.5
1.0170598788637297,22.6
1.0591710148576132,22.7
1.0762010145777905,22.8
1.1053493410959683,22.9
1.14111601865043,23.0
1.1528347035827975,23.1
1.1331772450727602,23.2
1.1061084222339006,23.3
1.0864483285640558,23.4
1.0586338283847478,23.5
1.0094312506008474,23.6
0.9575127574877752,23.7
0.9289925703811927,23.8
0.9193158905008331,23.9
0.9026384230091502,24.0
0.8739665170778151,24.1
0.8615905089270299,24.2
0.8931472574727488,24.3
0.9649294120354246,24.4
1.0519945102242663,24.5
1.1278925914206999,24.6
1.1637040676918817,24.7
1.1418707063076488,24.8
1.0919975475182304,24.9
1.0742115703507755,25.0
1.105440870645509,25.1
1.1407255475044435,25.2
1.1397023801040067,25.3
1.1123546791372434,25.4
1.093649349663352,25.5
1.1062980024216194,25.6
1.148191665557717,25.7
1.1944316497500678,25.8
1.221817283027769,25.9
1.2412553094707213,26.0
1.2757933792273128,26.1
1.3009090269326031,26.2
1.2601911316032004,26.3
1.1531977265849844,26.4
1.0497199640529744,26.5
1.0049749504492143,26.6
1.0065751876054811,26.7
1.002005206586193,26.8
0.946513998990848,26.9
0.8432867016202651,27.0
0.7558806043486499,27.1
0.7501307040054085,27.2
0.8136303281523003,27.3
0.872841716475149,27.4
0.8948882174588406,27.5
0.9195859693357642,27.6
0.9808599379604136,27.7
1.0635694172698622,27.8
1.164075671535675,27.9
1.3126172661722944,28.0
1.481401743933029,28.1
1.5502861250327076,28.2
1.4393277541084775,28.3
1.2176562220707725,28.4
1.0218487379274297,28.5
0.9184010585555692,28.6
0.8872649070030117,28.7
0.8919101675108954,28.8
0.9230958789753508,28.9
0.9864838607926107,29.0
1.0699118308091626,29.1
1.1413279669079117,29.2
1.1895704017322892,29.3
1.2407029484158563,29.4
1.3035559921525237,29.5
1.3339527838031675,29.6
1.2993280721590474,29.7
1.2380985584329256,29.8
1.2017307463832063,29.9
1.1824049720956245,30.0
1.1474084926133306,30.1
1.0971594332661847,30.2
1.044208320656161,30.3
0.979812683139923,30.4
0.9054545959221999,30.5
0.8637557503044617,30.6
0.8922779170696806,30.7
0.9651879020183801,30.8
1.0257687474564396,30.9
1.0621019473955098,31.0
1.0991094621016122,31.1
1.1294761603439991,31.2
1.1132605617600513,31.3
1.0460373163527206,31.4
0.9776337678565169,31.5
0.9531932606553021,31.6
0.9655924298230304,31.7
0.9776452018830585,31.8
0.9718979345604435,31.9
0.9593257223098167,32.0
0.9465195747754779,32.1
0.9234947747453418,32.2
0.8958664397456179,32.3
0.8983634988233729,32.4
0.9484752599144615,32.5
1.0115844030196177,32.6
1.0415994222648495,32.7
1.0351527386245432,32.8
1.0203061891911698,32.9
1.0092607200486694,33.0
0.9902154473550104,33.1
0.960821183686216,33.2
0.9398363800636621,33.3
0.9395761953996029,33.4
0.9539965096212871,33.5
0.979442996002187,33.6
1.0192319106745038,33.7
1.0630163080653539,33.8
