a,time
0.9598743891654811,0.0
1.0756510854839467,0.1
1.11597581369912,0.2
1.0794523106134037,0.3
0.9952465210964869,0.4
0.9094869183474423,0.5
0.8614237491863636,0.6
0.863243903091552,0.7
0.8959431670499393,0.8
0.9225513183981936,0.9
0.9085220751178363,1.0
0.8367887058628768,1.1
0.7122466847398112,1.2
0.5586976306226064,1.3
0.41274168664517263,1.4
0.3149750583082944,1.5
0.2969560957111972,1.6
0.36689975375237294,1.7
0.5028161399169644,1.8
0.660409852818955,1.9
0.7933256554103589,2.0
0.8736852344949655,2.1
0.9005681550601085,2.2
0.8934237506838567,2.3
0.877682374763733,2.4
0.8726301043655955,2.5
0.8865932442199767,2.6
0.9181148088215003,2.7
0.9596664273023559,2.8
1.0020762797654201,2.9
1.039086038967005,3.0
1.0703231269857347,3.1
1.1000185270387461,3.2
1.1311164167169028,3.3
1.1588307310003116,3.4
1.1694587881964005,3.5
1.1467200810355673,3.6
1.0819569592867266,3.7
0.9815469845867637,3.8
0.8669887444039931,3.9
0.7678807397282202,4.0
0.7117033148387812,4.1
0.7151900065745369,4.2
0.780476371304441,4.3
0.8963407430299575,4.4
1.042339581106136,4.5
1.1931632841728697,4.6
1.322327343271153,4.7
1.4062916739378197,4.8
1.4298023513652955,4.9
1.3908996288990516,5.0
1.3025917037554002,5.1
1.1896466536631793,5.2
1.0816408346451698,5.3
1.0043130662410529,5.4
0.9704256347255358,5.5
0.9717578411971735,5.6
0.9766280583597826,5.7
0.9386163000929362,5.8
0.8173812232139185,5.9
0.6030943069996109,6.0
0.32991322256552036,6.1
0.06788371778661006,6.2
-0.10481007344695548,6.3
-0.13521376446983346,6.4
-0.0174963962116903,6.5
0.20642023774238383,6.6
0.46567606861193367,6.7
0.6884822320924759,6.8
0.8271056068380476,6.9
0.8707243816296362,7.0
0.8426715185351903,7.1
0.7849836354412165,7.2
0.738393012008357,7.3
0.7271685240444081,7.4
0.7544381420606463,7.5
0.8075254072534915,7.6
0.8685840117178156,7.7
0.9248629142882494,7.8
0.9738535077806817,7.9
1.0206657113143005,8.0
1.0691502971324662,8.1
1.1133157368770048,8.2
1.1366880184251558,8.3
1.1214247265041744,8.4
1.0605244587464981,8.5
0.9635996223739672,8.6
0.8522295912575747,8.7
0.7490919067774124,8.8
0.6684786152562519,8.9
0.6131484522910636,9.0
0.5778260519465055,9.1
0.556458918225168,9.2
0.548865624571401,9.3
0.5624015382992449,9.4
0.6066637608934158,9.5
0.6840016685423322,9.6
0.7826060788370786,9.7
0.8782764962439642,9.8
0.9451387099382955,9.9
0.9688235659750121,10.0
0.953371952911798,10.1
0.9173983050508115,10.2
0.8826687881708348,10.3
0.8633630117762058,10.4
0.8629005182918538,10.5
0.8785495584328921,10.6
0.907800877499956,10.7
0.95008807493341,10.8
1.002986243458434,10.9
1.058065366835728,11.0
1.1022759829987945,11.1
1.1255230896047075,11.2
1.1289078933876517,11.3
1.1264139917390104,11.4
1.1367111118452866,11.5
1.1681874060943154,11.6
1.2055055103963228,11.7
1.20751012389444,11.8
1.122723648957444,11.9
0.9194623127860171,12.0
0.6158323729545431,12.1
0.2886118933405569,12.2
0.04773319837291479,12.3
-0.01574158349972099,12.4
0.12082280617809138,12.5
0.39670089831363975,12.6
0.6991093245783195,12.7
0.9219319657752197,12.8
