frame,25px_sum,25px_mean,10px_sum,10px_mean
0,14016,560.64,7824,782.4
1,14128,565.12,7504,750.4
2,14128,565.12,7840,784.0
3,14304,572.16,8256,825.6
4,13104,524.16,6464,646.4
5,12320,492.8,6400,640.0
6,12384,495.36,6608,660.8
7,11904,476.16,5872,587.2
8,12112,484.48,6480,648.0
9,11424,456.96,5840,584.0
10,12608,504.32,6912,691.2
11,13472,538.88,8048,804.8
12,12288,491.52,6720,672.0
13,11520,460.8,5328,532.8
14,13520,540.8,7936,793.6
15,12800,512.0,6688,668.8
16,13280,531.2,6896,689.6
17,13344,533.76,6832,683.2
18,12288,491.52,5728,572.8
19,13408,536.32,7136,713.6
20,11744,469.76,6160,616.0
21,11392,455.68,5936,593.6
22,13296,531.84,7552,755.2
23,12512,500.48,6800,680.0
24,12496,499.84,6784,678.4
25,12736,509.44,6960,696.0
26,11888,475.52,6080,608.0
27,11728,469.12,5968,596.8
28,11984,479.36,5920,592.0
29,13376,535.04,6864,686.4
30,13424,536.96,6816,681.6
31,13008,520.32,6912,691.2
32,12304,492.16,6320,632.0
33,12864,514.56,7168,716.8
34,12864,514.56,7168,716.8
35,14432,577.28,9152,915.2
36,14048,561.92,8784,878.4
37,13328,533.12,8144,814.4
38,13344,533.76,8144,814.4
39,12256,490.24,6944,694.4
40,12384,495.36,6656,665.6
41,12688,507.52,6112,611.2
42,12672,506.88,6288,628.8
43,13088,523.52,6736,673.6
44,13360,534.4,7312,731.2
45,11152,446.08,5552,555.2
46,12208,488.32,6688,668.8
47,12400,496.0,6960,696.0
48,12784,511.36,7568,756.8
49,12384,495.36,7088,708.8
50,12688,507.52,7072,707.2
51,12368,494.72,6736,673.6
52,11936,477.44,5936,593.6
53,12272,490.88,6368,636.8
54,12464,498.56,6352,635.2
55,11408,456.32,5856,585.6
56,12160,486.4,6592,659.2
57,11808,472.32,5808,580.8
58,11632,465.28,6000,600.0
59,11680,467.2,6336,633.6
60,11568,462.72,6336,633.6
61,12064,482.56,6688,668.8
62,10416,416.64,5568,556.8
63,8928,357.12,4640,464.0
64,8416,336.64,4112,411.2
65,8624,344.96,4080,408.0
66,9024,360.96,4224,422.4
67,9408,376.32,4560,456.0
68,9328,373.12,4512,451.2
69,9664,386.56,4928,492.8
70,9216,368.64,4640,464.0
71,10192,407.68,5184,518.4
72,10448,417.92,5280,528.0
73,10576,423.04,5424,542.4
74,11136,445.44,5728,572.8
75,11536,461.44,6016,601.6
76,11264,450.56,5648,564.8
77,11136,445.44,5552,555.2
78,10784,431.36,5168,516.8
79,9360,374.4,4320,432.0
80,9536,381.44,4576,457.6
81,9072,362.88,4352,435.2
82,8768,350.72,4272,427.2
83,7552,302.08,3424,342.4
84,0,nan,0,nan
85,0,nan,0,nan
86,0,nan,0,nan
87,0,nan,0,nan
88,0,nan,0,nan
89,0,nan,0,nan
90,0,nan,0,nan
91,0,nan,0,nan
92,0,nan,0,nan
93,0,nan,0,nan
94,0,nan,0,nan
95,0,nan,0,nan
96,0,nan,0,nan
97,0,nan,0,nan
98,0,nan,0,nan
99,0,nan,0,nan
100,0,nan,0,nan
101,0,nan,0,nan
102,0,nan,0,nan
103,8816,352.64,4224,422.4
104,10528,421.12,5328,532.8
105,10512,420.48,5328,532.8
106,11280,451.2,5872,587.2
107,10880,435.2,5584,558.4
108,9712,388.48,4640,464.0
109,10112,404.48,5040,504.0
110,9680,387.2,4960,496.0
111,8960,358.4,4400,440.0
112,8800,352.0,4368,436.8
113,8240,329.6,4128,412.8
114,8208,328.32,4240,424.0
115,8032,321.28,4032,403.2
116,8352,334.08,4128,412.8
117,8048,321.92,3936,393.6
118,7200,288.0,3312,331.2
119,7312,292.48,3344,334.4
120,7728,309.12,3504,350.4
121,8384,335.36,3808,380.8
122,8256,330.24,3680,368.0
123,8640,345.6,4032,403.2
124,9488,379.52,4624,462.4
125,10048,401.92,4928,492.8
126,10752,430.08,5584,558.4
127,10576,423.04,5360,536.0
128,10592,423.68,5584,558.4
129,9792,391.68,4880,488.0
130,10704,428.16,5312,531.2
131,11456,458.24,5776,577.6
132,12336,493.44,6496,649.6
133,12352,494.08,6480,648.0
134,11680,467.2,6160,616.0
135,11472,458.88,5840,584.0
136,11408,456.32,5952,595.2
137,11072,442.88,6016,601.6
138,10800,432.0,5760,576.0
139,9920,396.8,5072,507.2
140,9344,373.76,5056,505.6
141,9808,392.32,5216,521.6
142,9440,377.6,4944,494.4
143,9296,371.84,4864,486.4
144,9136,365.44,4704,470.4
145,8880,355.2,4432,443.2
146,9408,376.32,4352,435.2
147,9088,363.52,4240,424.0
148,10928,437.12,5920,592.0
149,10544,421.76,4928,492.8
150,11632,465.28,6240,624.0
151,11504,460.16,6320,632.0
152,10528,421.12,4960,496.0
153,12128,485.12,6512,651.2
154,11888,475.52,5888,588.8
155,12720,508.8,7248,724.8
156,13136,525.44,7536,753.6
157,13296,531.84,7824,782.4
158,14224,568.96,8400,840.0
159,12864,514.56,6736,673.6
160,13312,532.48,7264,726.4
161,12704,508.16,6528,652.8
162,13744,549.76,7568,756.8
163,13968,558.72,7712,771.2
164,13952,558.08,7520,752.0
165,14592,583.68,7872,787.2
166,13920,556.8,7712,771.2
167,14288,571.52,8832,883.2
168,12928,517.12,7520,752.0
169,13040,521.6,7552,755.2
170,12144,485.76,7152,715.2
171,10960,438.4,5696,569.6
172,12736,509.44,6816,681.6
173,12592,503.68,6240,624.0
174,11984,479.36,6288,628.8
175,12000,480.0,6128,612.8
176,12016,480.64,6288,628.8
177,10736,429.44,5200,520.0
178,11424,456.96,5568,556.8
179,12608,504.32,6208,620.8
180,12064,482.56,5856,585.6
181,10224,408.96,4704,470.4
182,11760,470.4,5488,548.8
183,10608,424.32,4864,486.4
184,10976,439.04,5024,502.4
185,11072,442.88,5120,512.0
186,11104,444.16,5104,510.4
187,11488,459.52,5504,550.4
188,11920,476.8,5728,572.8
189,10992,439.68,5264,526.4
190,11584,463.36,5776,577.6
191,11808,472.32,5808,580.8
192,12016,480.64,5584,558.4
193,11888,475.52,5728,572.8
194,10448,417.92,4880,488.0
195,10448,417.92,4944,494.4
196,10080,403.2,4928,492.8
197,10464,418.56,5168,516.8
198,10592,423.68,5280,528.0
199,10000,400.0,4864,486.4
200,10832,433.28,5216,521.6
201,11056,442.24,5312,531.2
202,10304,412.16,5024,502.4
203,9664,386.56,4640,464.0
204,10976,439.04,5120,512.0
205,10528,421.12,4816,481.6
206,10240,409.6,4656,465.6
207,10304,412.16,4880,488.0
208,0,nan,0,nan
209,0,nan,0,nan
210,10112,404.48,4608,460.8
211,0,nan,0,nan
212,0,nan,0,nan
213,0,nan,0,nan
214,11968,478.72,5584,558.4
215,12256,490.24,5840,584.0
216,11968,478.72,5616,561.6
217,12416,496.64,5600,560.0
218,12832,513.28,6112,611.2
219,12464,498.56,6144,614.4
220,11824,472.96,5728,572.8
221,11440,457.6,5824,582.4
222,11040,441.6,5392,539.2
223,11440,457.6,5552,555.2
224,12672,506.88,6176,617.6
225,12592,503.68,5968,596.8
226,12192,487.68,5472,547.2
227,12512,500.48,5712,571.2
228,12688,507.52,5920,592.0
229,13104,524.16,6288,628.8
230,12688,507.52,5920,592.0
231,0,nan,0,nan
232,12544,501.76,5920,592.0
233,13200,528.0,6544,654.4
234,12240,489.6,5968,596.8
235,12272,490.88,5776,577.6
236,12016,480.64,5632,563.2
237,12400,496.0,5888,588.8
238,12864,514.56,6128,612.8
239,12048,481.92,5600,560.0
240,12016,480.64,5600,560.0
241,12992,519.68,6592,659.2
242,12848,513.92,6288,628.8
243,14256,570.24,7344,734.4
244,14336,573.44,7488,748.8
245,14112,564.48,7344,734.4
246,14080,563.2,7440,744.0
247,13680,547.2,7584,758.4
248,12496,499.84,7008,700.8
249,13808,552.32,8736,873.6
250,13312,532.48,8432,843.2
251,12688,507.52,7776,777.6
252,11856,474.24,6864,686.4
253,11984,479.36,7040,704.0
254,12496,499.84,7408,740.8
255,11600,464.0,5792,579.2
256,12960,518.4,6816,681.6
257,12400,496.0,5920,592.0
258,13984,559.36,7088,708.8
259,13472,538.88,6496,649.6
260,13808,552.32,7088,708.8
261,12704,508.16,6528,652.8
262,12656,506.24,6400,640.0
263,13184,527.36,6624,662.4
264,12272,490.88,5936,593.6
265,11456,458.24,5456,545.6
266,13200,528.0,6560,656.0
267,12512,500.48,6336,633.6
268,12416,496.64,6288,628.8
269,13456,538.24,6896,689.6
270,13904,556.16,7088,708.8
271,14048,561.92,7088,708.8
272,13648,545.92,6784,678.4
273,13376,535.04,6768,676.8
274,14192,567.68,7344,734.4
275,14176,567.04,7216,721.6
276,13136,525.44,6512,651.2
277,13488,539.52,6928,692.8
278,12176,487.04,6224,622.4
279,12592,503.68,6448,644.8
280,13056,522.24,6832,683.2
281,13088,523.52,6672,667.2
282,13488,539.52,6976,697.6
283,12560,502.4,6352,635.2
284,11504,460.16,5744,574.4
285,11888,475.52,5856,585.6
286,12000,480.0,5840,584.0
287,12352,494.08,6144,614.4
288,12480,499.2,5952,595.2
289,12224,488.96,5872,587.2
290,12144,485.76,5920,592.0
291,12880,515.2,6176,617.6
292,12400,496.0,5872,587.2
293,13056,522.24,6288,628.8
294,12576,503.04,6000,600.0
295,13232,529.28,6400,640.0
296,13648,545.92,6720,672.0
297,13712,548.48,6768,676.8
298,13680,547.2,6880,688.0
299,14144,565.76,7216,721.6
300,13984,559.36,7104,710.4
301,13968,558.72,7136,713.6
302,13152,526.08,6496,649.6
303,12768,510.72,6640,664.0
304,11440,457.6,5936,593.6
305,12032,481.28,6416,641.6
306,12816,512.64,6736,673.6
307,12688,507.52,6496,649.6
308,12560,502.4,6560,656.0
309,12016,480.64,6096,609.6
310,12384,495.36,6288,628.8
311,12336,493.44,6112,611.2
312,12048,481.92,6032,603.2
313,12512,500.48,6128,612.8
314,11312,452.48,5472,547.2
315,11296,451.84,5312,531.2
316,11392,455.68,5440,544.0
317,12320,492.8,5952,595.2
318,12240,489.6,5856,585.6
319,12512,500.48,6064,606.4
320,13200,528.0,6448,644.8
321,13984,559.36,6896,689.6
322,13648,545.92,6800,680.0
323,13568,542.72,6688,668.8
324,13792,551.68,7008,700.8
325,13264,530.56,6672,667.2
326,13776,551.04,7136,713.6
327,13712,548.48,7216,721.6
328,13600,544.0,7072,707.2
329,13168,526.72,6592,659.2
330,13728,549.12,7200,720.0
331,13424,536.96,6832,683.2
332,12032,481.28,6224,622.4
333,12240,489.6,6368,636.8
334,12816,512.64,6848,684.8
335,13056,522.24,7008,700.8
336,13152,526.08,7072,707.2
337,12496,499.84,6336,633.6
338,11280,451.2,5568,556.8
339,11504,460.16,5696,569.6
340,11504,460.16,5552,555.2
341,12704,508.16,6208,620.8
342,11376,455.04,5440,544.0
343,10752,430.08,5088,508.8
344,10896,435.84,5168,516.8
345,10768,430.72,5072,507.2
346,10544,421.76,4976,497.6
347,10416,416.64,4704,470.4
348,10832,433.28,4928,492.8
349,10416,416.64,4720,472.0
350,10080,403.2,4576,457.6
351,10288,411.52,4592,459.2
352,9856,394.24,4448,444.8
353,9968,398.72,4528,452.8
354,10176,407.04,4640,464.0
355,9872,394.88,4432,443.2
356,9408,376.32,4208,420.8
357,9248,369.92,4224,422.4
358,9360,374.4,4400,440.0
359,8816,352.64,4128,412.8
360,9072,362.88,4160,416.0
361,10208,408.32,4864,486.4
362,9056,362.24,4128,412.8
363,7648,305.92,3360,336.0
364,8128,325.12,3584,358.4
365,8864,354.56,3920,392.0
366,8528,341.12,3760,376.0
367,0,nan,0,nan
368,0,nan,0,nan
369,7232,289.28,3104,310.4
370,0,nan,0,nan
371,9840,393.6,4352,435.2
372,10240,409.6,4640,464.0
373,11680,467.2,5504,550.4
374,12416,496.64,6304,630.4
375,12752,510.08,6304,630.4
376,13872,554.88,7520,752.0
377,13440,537.6,7040,704.0
378,13360,534.4,7088,708.8
379,13456,538.24,7376,737.6
380,14096,563.84,7888,788.8
381,14096,563.84,7888,788.8
382,14816,592.64,8288,828.8
383,14384,575.36,7600,760.0
384,13216,528.64,7168,716.8
385,11440,457.6,5712,571.2
386,12800,512.0,7136,713.6
387,12832,513.28,7536,753.6
388,11984,479.36,7008,700.8
389,12432,497.28,7232,723.2
390,12928,517.12,7072,707.2
391,13824,552.96,7296,729.6
392,14208,568.32,7584,758.4
393,14400,576.0,8080,808.0
394,13280,531.2,7536,753.6
395,12736,509.44,7184,718.4
396,11360,454.4,5984,598.4
397,12576,503.04,6864,686.4
398,13488,539.52,7520,752.0
399,12128,485.12,6800,680.0
400,12448,497.92,7072,707.2
401,12560,502.4,7360,736.0
402,13360,534.4,7936,793.6
403,12432,497.28,6928,692.8
404,12784,511.36,7088,708.8
405,13472,538.88,7744,774.4
406,13024,520.96,7136,713.6
407,12176,487.04,6848,684.8
408,12224,488.96,6944,694.4
409,11968,478.72,6992,699.2
410,10784,431.36,5824,582.4
411,11584,463.36,6048,604.8
412,12144,485.76,6480,648.0
413,12688,507.52,7088,708.8
414,12656,506.24,6880,688.0
415,11360,454.4,5424,542.4
416,13696,547.84,7360,736.0
417,13696,547.84,7168,716.8
418,12528,501.12,6240,624.0
419,12960,518.4,6672,667.2
420,13248,529.92,7264,726.4
421,12016,480.64,6064,606.4
422,12336,493.44,6736,673.6
423,12544,501.76,6992,699.2
424,12912,516.48,7792,779.2
425,13648,545.92,8336,833.6
426,13344,533.76,8096,809.6
427,12624,504.96,7184,718.4
428,12992,519.68,7328,732.8
429,13024,520.96,7168,716.8
430,13536,541.44,7424,742.4
431,13184,527.36,7392,739.2
432,12768,510.72,6384,638.4
433,12432,497.28,7040,704.0
434,12832,513.28,7792,779.2
435,13312,532.48,7808,780.8
436,13136,525.44,7648,764.8
437,12560,502.4,7216,721.6
438,12912,516.48,7280,728.0
439,12192,487.68,6448,644.8
440,11920,476.8,6352,635.2
441,11904,476.16,6624,662.4
442,12128,485.12,6656,665.6
443,12016,480.64,5968,596.8
444,11296,451.84,5616,561.6
445,11472,458.88,5824,582.4
446,11536,461.44,6000,600.0
447,12112,484.48,6176,617.6
448,11408,456.32,5664,566.4
449,12448,497.92,6336,633.6
450,11664,466.56,5888,588.8
451,10944,437.76,5376,537.6
452,11376,455.04,5344,534.4
453,12384,495.36,6096,609.6
454,12480,499.2,6000,600.0
455,11904,476.16,5344,534.4
