RFP_raw,GCaMP_raw
64112,24224
42288,24512
51760,20160
44304,20608
43440,20048
44208,21744
48320,21312
47808,27824
45664,25440
47584,29664
40992,20800
46464,21744
45680,23456
40096,22608
50576,23504
43072,24416
37040,23152
45376,21520
38304,17904
42800,19120
38384,17968
32800,
44064,34672
59824,42192
58992,45776
48480,45440
58512,45280
51120,
46576,
38112,
44288,
56400,2992
18560,7792
,4240
,4880
,14352
23536,19712
40544,20496
37776,20672
45104,20448
42192,24512
37424,26224
49280,23968
50240,22512
45248,
50656,26320
50720,
52704,26576
54144,26416
54208,25456
52464,23216
48896,23024
53232,22064
53680,24224
54704,26720
54752,20752
40512,18976
31632,18384
35568,21088
37072,23504
37152,20928
40576,22416
50144,23344
56016,27136
59392,25200
53248,29296
53216,
53088,
53344,
45568,
49280,
57296,
56112,23696
58448,30272
50608,30576
52832,
60096,
54960,
50560,
48544,24448
47792,21536
52944,20848
46384,19264
43600,18112
38080,17824
31040,19008
35904,20000
33488,20832
37424,22752
41680,
43392,24032
45168,26816
45456,27632
50592,28400
47616,28480
45840,28304
45488,29216
47392,25616
44416,22848
33584,23808
45424,24752
42128,
46928,
48800,
50432,
51552,27488
58448,
54208,26240
58624,26832
56496,23776
59328,23600
44688,20624
38688,20480
35248,20160
37968,20288
29376,29232
53168,33680
64368,23296
48768,22752
35488,23392
32848,20816
38336,23168
35152,24576
49792,
48752,
56784,32848
57056,
44512,22208
38016,
45904,
52096,
55056,
54528,36112
64448,24432
49280,
35936,22688
36624,25760
43648,27072
50752,24160
48928,
47024,27648
50448,30880
54336,26672
62048,23088
45840,19744
37504,19680
34128,19312
36560,20080
35904,19776
30384,19200
32640,22848
29424,22800
36144,21072
31568,19632
31360,20480
32032,20064
38832,20784
,20128
38560,19536
41392,22864
47088,23152
41440,21264
34960,24128
38976,21152
31296,21952
,24912
35648,22016
34768,22192
30624,24752
37040,21216
30512,21504
34720,25808
48448,
53312,31392
55728,27104
59360,22752
50784,22800
36880,20208
40304,21168
48992,25440
43696,25376
49616,25040
43280,21792
44128,23856
37744,23904
35344,24432
43072,39328
49440,39776
61200,37232
59872,
42656,21184
38160,19952
,20464
37584,18624
31056,19200
31600,25328
35760,24768
37280,24176
37952,28352
43616,32304
40976,27184
48560,23408
47568,20592
34160,20128
41296,22544
43536,18688
38080,21120
39392,20336
37376,20000
41840,19088
43360,20576
44144,20000
41344,22096
35280,20048
29968,21664
36320,22784
29232,21056
34080,21712
30960,19632
24704,22304
33488,
39696,38656
65280,25888
46704,23040
44368,19840
32128,19728
35120,19680
36688,21232
37776,22144
40000,
41680,25376
38784,25680
34496,24480
43968,23088
41344,
35024,25520
49600,25504
54432,
51328,
49056,24464
38992,23232
47808,21712
49920,20592
45136,19456
36032,20880
32384,21088
33936,20592
34176,21728
29568,21520
26880,17200
31472,15856
23888,18432
27632,19408
29040,18864
31744,20096
32336,19728
33408,20176
31664,19936
26544,20080
26256,21712
27600,20192
28048,21264
30000,24880
33184,26944
39168,21328
38320,
43072,
46416,
53536,
54208,28096
50672,24640
56288,22128
50896,19584
,23520
49136,
46496,22624
44208,21024
41040,21456
44288,24208
32704,22864
34288,25168
36176,29584
30160,37504
41808,29888
41440,
45696,
37472,19712
40800,19520
,18656
41872,19232
35264,18208
28928,18576
29664,19424
24176,19216
26592,19344
26128,20640
26256,26176
31392,22208
29216,19680
26320,20224
24032,19824
30000,18688
30160,17376
32000,19984
33840,19488
45056,19696
47952,19696
39600,18880
40672,23008
44016,22704
,20432
33168,22128
37456,23856
36256,24224
46096,22384
,21808
40624,19984
36720,21152
41792,21152
43376,20944
40672,23008
47840,21680
46240,24624
47472,21600
49184,19488
36720,20352
33264,21376
35648,19216
40624,20528
36096,18400
29792,19440
39008,20704
41488,20672
,20800
47424,22944
43104,21968
42480,20304
36592,20944
29456,20608
41072,21072
41120,22592
31184,20688
41184,23184
43872,26048
48000,21216
45808,24176
50720,21888
38304,20096
35184,19456
28528,19696
33456,20192
29648,27120
43408,29104
47104,31024
53936,18784
42480,17936
27280,17728
38400,18560
34096,17584
42080,18848
41456,19616
36960,20112
46608,21568
42080,21792
38784,21072
36624,21472
36304,21808
33056,20112
33632,18352
32464,19360
30896,20176
37408,22992
39424,22416
44736,
51584,
54480,
50528,19584
44560,18976
43856,19456
47536,18304
35840,19072
35456,20000
35360,18144
29536,20080
35600,23056
40416,33408
46176,17840
35088,17760
32752,17344
26976,17856
29008,18784
,18832
33504,19184
33152,19536
30880,19312
33472,21552
34640,20656
38240,21840
35216,20736
37008,19232
39040,
36336,20656
48064,18992
41344,18336
44528,17952
45712,18096
37984,17392
36912,19520
36672,16480
,17008
,17504
,17648
39120,16560
30208,17440
35840,18432
37856,18976
30864,20832
27072,17088
29552,14848
24160,14704
23216,17056
23984,17456
30928,17632
30512,17520
32976,17184
33760,18240
,17680
35744,18656
41920,17344
30720,18448
32544,17728
38464,16784
32064,17168
25792,17184
,18080
29744,18160
25872,18304
26704,18448
26064,19808
30352,21792
34384,20208
39248,20256
40976,20224
38128,20816
37248,
44736,22176
45616,
40992,19792
39072,19040
33952,20320
32256,22000
33600,20496
39184,21952
39856,24240
38000,22064
37472,23184
50224,22864
45184,21264
47168,17808
35216,16832
34336,17184
36448,17776
,17872
40624,16800
39280,17728
33280,16944
33088,17520
32944,16608
37168,16848
36512,18208
41040,18912
,19424
37264,20912
,20944
28720,19728
27440,19008
28000,19568
32672,20736
35680,17584
32464,17328
38064,
42768,20256
37152,19792
41856,19120
39312,18800
36912,19088
36208,18416
34576,19808
33200,20096
32064,19264
31408,18960
35312,17136
33984,18416
35120,18464
40608,16864
29744,15904
33424,16016
32352,16528
34960,18688
31936,16768
,18976
38576,18288
32080,20976
34032,19632
34128,19424
27264,18848
31968,22768
36400,22384
40496,20800
42400,20896
41760,
47296,25616
46128,
52064,28224
55808,28416
45040,32896
48720,
58752,24624
46752,31664
45648,27680
47920,
55888,23424
47568,
43248,
46192,
47488,25648
49360,22896
47872,26736
54016,21264
58864,21088
44288,19840
46752,18320
41520,16816
31296,17552
28896,16720
26560,20528
28656,20096
34608,19952
35232,21600
41120,18800
43680,15984
27328,16672
26240,17952
25920,17200
32336,18736
30864,18816
34928,19424
37472,19088
37840,19984
45888,20576
47776,21360
50976,22016
50368,23056
52544,23680
58384,21200
51536,
,22256
53600,22352
52016,21296
52784,18384
51552,17632
,17216
36176,17120
37344,16384
35568,16304
36720,17072
43216,18352
44864,18160
40656,18432
42352,19136
37680,17344
35488,16576
30512,18800
33600,16928
30720,15984
30160,16112
26864,17072
27808,17168
38656,17360
38224,17744
40000,18144
46080,19584
47584,20768
44672,19392
,17824
,20560
,19392
43344,19952
52144,20304
50896,20416
47840,22288
53712,21808
56592,20560
44944,15904
28656,19744
34752,16848
41248,16416
33072,16432
29200,17024
26544,17296
34576,17872
32320,16784
31936,18816
44320,20144
44896,17920
46240,15808
32512,16432
35104,16480
32864,15952
30416,16672
38512,17696
42256,18048
46720,19936
43664,19824
,20544
37040,21456
39760,18176
34096,17856
27616,19136
32080,18624
37968,18848
34384,18016
33712,16288
29680,16336
31600,16464
29312,15744
28784,15680
27184,16336
29136,17984
31904,16128
27296,14624
26560,16544
26912,15776
,15984
,15520
26784,15328
29696,14608
,14064
33632,15728
32416,15104
36192,16288
31104,16560
36192,17392
37088,17520
,17296
30480,17296
31488,16976
25376,17504
28704,17568
30000,17312
31904,15472
28400,16240
,17344
38736,16320
36224,14352
30688,14416
30816,15200
,14576
36224,17648
41216,19200
44176,19248
46640,15632
32480,15936
35360,15856
31712,16128
30432,16448
35024,15936
37312,16416
34512,15232
29168,16352
37200,16144
38128,15664
42592,16048
41184,16032
38304,17376
29136,17680
37664,17664
,18192
43168,18736
50192,16352
44256,
42704,18752
45952,19216
51600,18928
45936,18752
39792,16848
37760,16304
33456,19824
42016,20320
43856,21632
54816,20224
52000,13632
36240,13728
32624,13760
37472,16032
39088,17296
51824,17360
50192,15488
43648,15840
41408,15776
34304,15888
45856,16224
40864,16816
45808,16160
44096,16096
43008,16608
38768,18096
,17536
35168,16800
28704,15904
26768,18000
35008,14784
36000,15328
26384,
33824,15520
31200,15872
32368,16352
40048,16880
38192,19040
48752,19296
52000,19104
46960,16192
36800,16032
39216,16832
41968,16368
37136,17664
38336,19648
38032,20704
41776,15680
40256,17040
36096,16768
42288,16752
42304,19232
50864,15024
41120,15120
28832,16128
27312,17200
36480,18768
46064,20208
45280,20192
52624,18896
59360,19168
51840,17376
44160,15584
,16720
,16800
,17648
,19648
47840,17536
,19344
56832,19296
,18144
51440,
56128,19792
49408,20112
,18032
41856,19488
54544,20608
50416,21648
55920,20816
60656,20272
36352,18512
40544,17264
,17376
34976,16688
36256,17328
30976,15552
37696,18496
46688,18128
47984,17456
48112,19568
41680,15232
41616,16848
31728,17104
34624,16512
40352,16768
34896,17648
34912,18720
41888,19424
51344,20880
48144,17216
46512,15232
31200,15216
36720,15136
26592,16448
32480,18160
43568,17184
32016,19696
27968,19312
,16064
,16384
29440,16656
31488,18000
28976,19024
34304,19008
31776,19408
30736,20640
33088,23344
36176,24064
38640,25792
39888,20768
31936,22688
32320,21456
36992,18880
31456,18768
31168,15824
,17360
,18304
26368,17120
37888,18768
31136,21376
32800,20896
32272,23648
39344,
40624,17520
40208,16608
34080,19600
32288,19760
,18000
,17664
,
33216,28512
51136,
55104,
47568,
48256,21616
44592,21664
,
52704,
54624,18496
43184,17440
37488,17936
34864,
30624,
31808,
36768,
38656,
40624,38208
62000,
50480,33776
53552,
50208,
50896,27632
45792,18096
31152,17888
27568,20096
31280,
33952,21712
35024,19600
41856,22320
50288,27312
52160,31312
48576,
57488,
49296,21152
38736,
58096,20800
55776,
64080,
61744,
57136,
60096,
54992,20800
56544,
53968,20928
55632,22288
58816,24128
55968,21104
57632,22176
55568,18160
40400,17808
39392,17488
39232,19648
43760,
52112,
54992,
65152,
58016,17760
37984,17536
38400,17312
31920,18672
30208,16864
,18848
28768,17408
27520,18432
26256,18960
30336,19088
28448,19088
,
33856,18144
40544,18128
38992,18752
46832,18816
50768,
66480,
74384,
75568,
74608,30000
68368,
64976,21744
60864,
57216,
49168,18688
47104,18960
47008,18144
44384,16400
45184,14688
38560,16000
32496,16336
27728,17200
28016,16192
32736,15408
28752,16672
28560,16048
28656,17136
28960,16448
28432,16288
28416,17744
36736,20944
46768,21392
57648,21264
55520,18976
49280,16896
30608,17040
27456,16640
26880,17024
27296,15296
25040,17680
27744,18656
33376,17568
34144,16880
38944,
39392,17648
37056,18704
39808,17376
49904,
50464,17408
47808,16192
50064,17776
45680,20064
42768,17264
49728,16464
45840,
38704,16096
34864,16080
32768,16416
29600,16352
27792,15024
25920,16368
27104,16160
30352,18800
36464,18240
39856,18080
31696,18640
30912,18672
29088,18448
31056,19248
36656,19296
36144,18176
40784,19088
44688,19504
36080,18208
,15232
46224,14800
42032,17744
36832,19872
41600,16816
44560,17248
47792,16784
50512,16640
40832,15904
43904,15392
33408,15728
36720,16176
32832,19024
42304,20880
54400,15760
51216,15040
31552,16288
39168,17120
51360,19200
49136,19472
60096,17184
50240,16976
46064,18192
41024,18336
45200,17920
,17488
51200,17792
,16992
40800,17888
,17440
,18208
43440,18768
50464,16768
49440,17296
41408,17312
40464,17008
41856,17712
36752,16912
37792,17808
35904,17728
36640,19072
41104,16912
44080,18704
44672,18560
54560,16544
43200,14784
34640,14880
30240,15760
30032,15728
28160,16048
29360,16560
32800,16128
32528,16400
31552,16352
29200,17520
33328,16400
35840,16496
31888,16560
33536,17072
33136,17312
38640,16816
38432,16784
34528,15568
38880,14736
,14704
26608,13616
25088,17056
41520,15184
35600,15536
33248,15296
,16112
28720,16080
35856,15600
41120,17088
40064,17216
40960,17968
51648,17168
46912,17184
42464,13856
50448,14064
29888,13328
32128,13648
31264,14000
27440,15152
26352,15152
33200,14928
28416,14672
,14512
27856,14464
25712,14800
25440,15008
29056,15072
26400,14880
25072,15472
25872,15168
32560,15808
29824,15856
32640,15584
36192,15808
37120,14880
24224,15264
,15488
,17360
47408,13872
34672,14304
35632,16944
31904,14944
,14448
,14304
,17312
46400,17168
43024,16192
37040,15696
36032,16944
26128,16512
29968,15056
,16032
28000,13744
26880,13808
24864,14192
25040,15680
25232,15488
24816,17920
26016,17584
32224,16608
35600,14144
,14544
32704,15056
37888,17088
,15616
,16112
30416,16400
34560,16128
37344,17840
36656,16816
41904,16224
45536,16320
42624,15920
