frame,25px_sum,25px_mean,10px_sum,10px_mean
0,36528,1461.12,17232,1723.2
1,43872,1754.88,21616,2161.6
2,49840,1993.6,24048,2404.8
3,59040,2361.6,28160,2816.0
4,57376,2295.04,27648,2764.8
5,53152,2126.08,25088,2508.8
6,50448,2017.92,23040,2304.0
7,54592,2183.68,25040,2504.0
8,50464,2018.56,23008,2300.8
9,59136,2365.44,27920,2792.0
10,59840,2393.6,27776,2777.6
11,49616,1984.64,22272,2227.2
12,52560,2102.4,24576,2457.6
13,59248,2369.92,27536,2753.6
14,66864,2674.56,32256,3225.6
15,75328,3013.12,36000,3600.0
16,75856,3034.24,36656,3665.6
17,59920,2396.8,27952,2795.2
18,58160,2326.4,27392,2739.2
19,61936,2477.44,29040,2904.0
20,60384,2415.36,28784,2878.4
21,53712,2148.48,25824,2582.4
22,62512,2500.48,29376,2937.6
23,54800,2192.0,25776,2577.6
24,57312,2292.48,26640,2664.0
25,57040,2281.6,26912,2691.2
26,49904,1996.16,23968,2396.8
27,47680,1907.2,22432,2243.2
28,48816,1952.64,23376,2337.6
29,38176,1527.04,17616,1761.6
30,45952,1838.08,22272,2227.2
31,50928,2037.12,24304,2430.4
32,49136,1965.44,23168,2316.8
33,45568,1822.72,20768,2076.8
34,42432,1697.28,19088,1908.8
35,37376,1495.04,16288,1628.8
36,38656,1546.24,17232,1723.2
37,42736,1709.44,19808,1980.8
38,38448,1537.92,16768,1676.8
39,50672,2026.88,23024,2302.4
40,58000,2320.0,26432,2643.2
41,60896,2435.84,28576,2857.6
42,49632,1985.28,23280,2328.0
43,55904,2236.16,27376,2737.6
44,53712,2148.48,26864,2686.4
45,27264,1090.56,11712,1171.2
46,29248,1169.92,13136,1313.6
47,27248,1089.92,12224,1222.4
48,0,nan,0,nan
49,41776,1671.04,18704,1870.4
50,34992,1399.68,15184,1518.4
51,34720,1388.8,14784,1478.4
52,33456,1338.24,14608,1460.8
53,41536,1661.44,19664,1966.4
54,38048,1521.92,17360,1736.0
55,50304,2012.16,23440,2344.0
56,50784,2031.36,23840,2384.0
57,40176,1607.04,17952,1795.2
58,44800,1792.0,21024,2102.4
59,53568,2142.72,26544,2654.4
60,59440,2377.6,28768,2876.8
61,65776,2631.04,32976,3297.6
62,85216,3408.64,43984,4398.4
63,96816,3872.64,52240,5224.0
64,93232,3729.28,48960,4896.0
65,95136,3805.44,50064,5006.4
66,79024,3160.96,36928,3692.8
67,62592,2503.68,28144,2814.4
68,46624,1864.96,21760,2176.0
69,48976,1959.04,23984,2398.4
70,54064,2162.56,26400,2640.0
71,58880,2355.2,30032,3003.2
72,62320,2492.8,31760,3176.0
