RFP_raw,GCaMP_raw
27184,19120
25488,20128
,20304
39040,19104
40416,23408
38160,22112
33168,20016
37056,23504
42384,26720
39680,
34720,24320
24384,19520
30544,22592
24480,22240
27344,25872
23792,24048
25408,25296
35024,29600
32768,25312
32640,27616
30832,24448
33648,25936
37040,25408
39888,24096
38352,20768
32976,23984
31504,22544
37696,23808
39424,26080
38448,28528
41952,30032
39472,27696
30400,24992
31824,29344
30416,28608
34064,30992
28096,30976
31952,26112
35792,25344
32240,23744
35584,29328
37616,29104
37424,27200
38416,
40912,29376
40240,29488
41120,27792
33792,23840
27344,22944
38432,23232
37776,22832
38576,26688
42080,22832
41696,24368
38976,
40704,27856
43472,
40240,26928
29456,21712
32496,32576
34512,31280
39200,32320
38144,34032
38608,29504
31376,31184
38160,26192
51168,32272
50048,32000
35344,25088
33360,27984
44192,
48848,25136
36304,25056
41472,26160
37776,24224
40832,20384
41456,19712
42480,21696
38864,23792
46256,20816
47776,20864
44896,26320
41424,23552
37600,21920
33312,20752
31424,20224
27184,22464
24672,21680
31552,24752
33200,27200
36816,
38272,
42736,26928
40416,24640
40592,29392
23664,23728
36768,
37552,27008
32128,27728
27744,28000
30992,26256
36304,
36672,27104
30016,
40096,21952
36320,20176
38272,21376
36416,23168
42416,22608
44320,25872
41312,22256
48032,25200
44784,23504
37376,24032
36512,25712
39840,26272
34208,30624
38576,25808
32064,19728
30592,17936
36320,18384
37952,18416
42672,18032
36192,18288
36144,17520
39536,18368
32528,18224
33808,19072
35264,19520
38768,19792
34576,17456
26848,16976
29920,16224
30368,16496
29616,15232
33856,15952
32832,15824
38496,14624
33072,14736
37808,19728
47024,21888
41712,22832
36816,23344
32640,22464
31296,22464
32960,28032
37952,27072
27376,22384
28976,18624
33760,21168
39952,22096
38944,24720
38400,19840
41488,19312
34368,21392
41856,19840
37536,19712
35808,20176
35136,21792
36640,23008
39472,22160
34192,23040
28784,18080
31312,17344
36704,16928
37664,15536
38832,15360
39152,14640
36320,14640
34992,14320
33152,14192
33648,8880
28256,10480
31888,12864
30864,18176
35408,24656
30560,24080
25344,22320
32336,32128
36128,43968
48080,46624
51824,43360
43600,39472
44448,32880
41328,34640
48976,37888
44912,30208
38080,26480
31696,26464
31696,25552
33296,27008
38080,26512
44528,29824
57312,
56848,
53472,23744
50640,24224
47456,22640
44560,26064
,19168
32160,22720
46464,25392
49760,23712
50368,24016
47712,24016
43824,25200
39104,23552
42432,26432
44096,
51328,28752
42800,29040
50832,26528
52480,25760
46384,14928
38080,19120
33088,19136
37328,18096
31808,19200
30048,19984
33888,20080
36256,22048
35664,23584
36704,22240
34560,
33648,20480
33680,19680
34672,18784
35872,20752
32400,18016
44896,17344
40544,19488
37760,19024
43888,20032
48816,19984
45440,21952
45264,26704
43072,
43456,29232
35392,
41008,
37072,21024
29648,26800
31808,25744
29824,23584
27168,22368
24528,
22832,22768
23664,19872
,
,
,17824
,17184
21296,20352
,
,
21904,5616
21984,
21712,20144
21408,
21184,17760
20256,16672
20960,
21120,
20624,
20512,
20480,16816
21248,
,17568
20256,
21216,20528
20256,18800
23232,23808
27088,27632
36288,
40688,35984
45760,36240
35408,30672
35008,26544
28272,22448
25392,22736
24928,24864
23392,25472
23040,22432
23568,20304
24288,28304
26608,26416
23520,21696
24896,19808
,22256
25120,20624
26688,20880
30032,18960
26400,20816
25856,20928
29328,19952
31056,19552
26480,19984
27456,22848
,20720
,21344
25024,20016
24336,22416
22672,23040
,20080
23184,20224
,26352
,21424
28720,23216
24688,20384
23008,19376
21664,20064
22368,19120
23136,22096
26880,21376
24784,
23008,23872
22688,22448
23536,26480
23936,21088
24736,23104
22624,22592
24016,19168
23264,
22848,21280
25664,19008
27232,18352
28640,18784
26800,19440
27488,
28480,
27136,21584
24000,
23664,21024
25072,22832
23472,19280
24560,20336
25136,23504
,23568
27680,24480
28272,23328
25072,25040
24512,25680
23280,25440
21888,19136
21504,20096
21296,22992
21920,22976
23824,29856
25728,25280
29392,29104
28480,27872
38048,31472
28848,28864
35888,20464
25616,21680
22848,
23120,20944
23024,20768
21648,20720
21328,20384
22240,19280
21952,25024
23008,23680
29392,30176
34160,37536
45936,
42720,
34160,36032
33152,23552
36512,26160
32688,27120
36336,22096
40304,27344
38176,25024
36208,21440
40592,24688
,
43664,23536
45392,
48176,
45072,
50544,
47984,
55072,
,
50160,
42896,29776
48464,
41344,27376
40896,24688
42304,30096
42944,27760
45248,
44704,
33488,25344
36864,26592
37984,
39904,24912
41104,25392
49184,26768
46640,22672
44416,26000
50032,24528
54816,25616
46544,26928
49904,25984
46144,28368
46624,25920
37216,
39744,
29296,27168
29248,22944
30096,23792
37392,23488
35424,22464
36672,25696
42496,22624
39776,19952
43200,20480
34704,22848
34384,21072
35680,20256
32080,21264
31168,21872
33136,20528
39568,20720
34480,
30240,18000
30096,19408
35952,17072
36288,18976
38784,19440
35040,17760
40368,17248
36064,19504
43664,20832
37424,20784
26608,17296
26224,18608
27152,18368
29280,19936
25312,18352
26240,16400
27600,17904
32688,17168
32112,18160
36208,17664
35296,17808
28304,17344
,15792
30944,17808
32912,20720
33312,17776
29376,16528
26912,16976
27664,18272
31344,18736
40624,19504
42752,18928
36368,22160
47856,19728
42432,20128
32816,19936
37328,16032
33840,16240
36896,18208
35568,17296
37104,18048
25456,19424
26560,18016
30624,23280
32176,24688
,
,15040
,17344
,17936
,
,14128
,
,
,14048
,16240
21696,18192
22400,18288
21856,17360
22048,17216
20176,17424
19712,16432
19120,15728
,15856
,15968
,16112
20992,17616
19744,17392
19936,17120
19664,
,14496
14048,16272
14304,16256
19120,19072
13936,16656
20000,16368
21504,19536
21312,20688
21760,18848
13008,18016
21456,17040
20960,16544
22176,17712
23744,19264
23920,19296
23072,17952
22160,17792
20960,16576
18320,16944
19472,16464
19600,16560
18832,17104
19584,18016
19872,19088
20272,18112
20656,18512
21504,18448
20160,17504
13200,13904
,11888
,9792
,9008
,3408
,8992
,3232
,3296
,3280
,3536
,4336
,12304
,13776
14272,15984
20160,17632
22752,18288
23824,17808
22032,17664
21712,16896
20704,16912
19808,16624
14848,17440
20224,21568
22944,21648
23040,25264
22976,27056
23920,29264
23776,22992
25472,21600
26816,24064
31664,23488
26496,20000
23600,19120
23312,19984
24400,19376
23968,19440
22432,19184
14848,20208
32480,23424
34112,21200
26688,19712
24768,
28288,21600
29856,21680
27296,19648
26208,19904
25856,20448
25264,21472
30512,23520
32496,24960
31760,25968
39840,24416
40224,23712
41600,26128
37088,20752
43904,22816
48768,24512
45264,25472
51392,22208
50112,21056
43216,21760
39536,19008
30528,17808
28672,17584
25328,17024
25680,17344
29568,16960
24208,16704
24080,17664
25488,17200
30224,21264
33616,19296
28608,20656
32960,19152
34000,16672
32000,18464
31664,19568
32736,18400
33984,17216
32672,18416
34224,17568
34640,16128
28784,13584
30192,15648
32096,15504
28816,16992
36112,18576
35808,17632
38160,16544
30240,16064
28896,15216
29440,15504
28896,15648
25984,16000
27008,15184
24464,15696
30416,14896
33376,13088
35600,12864
33456,13376
36768,13872
30256,13584
34704,13744
32816,13648
38992,13696
33856,13760
33952,14640
31536,17904
31440,23792
29392,23616
28032,24192
28080,21552
28736,20752
36832,23776
37472,22176
39392,23696
34880,25120
34928,25344
39552,26208
29920,21792
27440,19504
23712,19296
23760,20448
24304,22224
14688,18752
14896,20672
22896,22016
29664,27328
23056,20816
24496,19712
,16384
,17008
23904,20128
25504,23952
25232,25168
24368,23152
22864,19376
,17792
,18320
22688,19424
29184,24528
27920,
33456,22720
36864,22032
