RFP_raw,GCaMP_raw
35248,41776
43328,43792
47808,44288
53200,43792
54336,43584
54928,48640
71888,56432
72576,55712
65696,54288
56192,50688
59664,52656
61472,57616
55792,60240
66912,57488
62432,60656
70256,56816
73168,54192
75344,59152
74464,54272
81216,56656
82304,49984
79008,46560
52112,42080
47024,40992
56560,41392
41152,34256
43792,42416
35888,41952
42064,38528
39264,39744
39536,41888
54096,52704
62704,65584
83344,55520
70144,58528
65584,66160
76880,64608
76720,71072
87632,54992
76736,62528
73136,59744
67760,55104
70720,52976
62864,49504
56480,49472
54928,43184
48112,39696
48144,39744
50608,42000
50480,44960
62384,54528
69376,53984
74736,61392
71120,47552
62016,37616
50112,36784
42432,41584
45264,36624
41584,37424
39888,27504
48800,49520
65520,50320
75392,62256
84624,55248
83072,62608
80352,67072
89232,63520
73872,64544
78160,64192
86832,58176
85040,56160
80112,49552
71648,50784
67728,51488
63152,47792
52992,38912
46560,37424
43168,47600
39088,33888
39056,45536
50336,48272
60240,50656
68512,60784
69200,52832
61808,41520
51648,33216
42848,36144
41840,38736
38752,37440
38080,43648
43808,38112
59392,46128
72768,59216
68704,43104
47344,36000
46656,36144
53056,47664
61776,50832
65472,50816
71952,49680
67888,54224
68912,50160
72336,60320
70896,55088
70784,47712
55008,46992
54208,42928
43136,40656
47632,40368
43136,35168
42320,42976
39808,40032
48752,37392
49712,41744
50928,32496
45984,35152
40864,37808
49760,45712
54304,44960
53456,42000
42896,47632
58960,46768
68784,55392
66048,56208
92608,59248
89152,57424
87072,61520
98064,57392
83840,51248
81360,50688
71216,48736
68016,47088
67616,47808
57776,48208
61024,52272
59152,46080
57872,46032
55536,57808
68816,53392
68528,57312
77008,57920
73264,49584
71904,49424
72272,46848
61872,32368
42448,36896
42176,30192
38560,36496
37744,33856
36608,29616
32160,37728
43296,37136
46416,55840
67920,49472
61360,48560
56368,55088
62736,60416
74848,63088
85376,62720
82400,49312
75072,49344
66976,46576
60352,36432
53424,38096
44896,38384
41920,36688
46912,35712
41456,32560
39136,30560
41520,49792
45696,45184
44288,35904
48544,37216
47232,39008
47792,30096
39040,25840
36176,29280
28336,21808
24960,21584
24672,22400
24528,23072
24368,29072
33088,36480
34272,29024
32704,25312
30960,30960
28448,32752
32352,27024
29920,24736
24832,27712
28432,28048
26496,22896
24848,22272
24528,21200
25664,20352
24016,12928
,14768
,11936
,15376
,18064
,18768
22000,17680
24176,17696
23168,16640
,14960
,16720
23776,17488
21216,17856
22880,18960
22528,20368
24688,24400
40784,35952
40128,34240
42272,35008
41376,42896
52080,49696
49616,40816
47680,49552
52288,51552
59376,50832
66992,46768
54848,39280
49296,54304
51776,60064
56800,48576
51280,63840
62992,51600
63072,55760
43680,50384
52272,58448
57648,50512
62576,58288
58128,58064
57760,57552
53136,53424
49520,44320
33728,29392
25136,24608
30224,36544
39360,49040
41312,52800
46624,41936
32928,46720
52064,35808
49408,
53408,40400
52528,38128
51024,38304
54400,48448
66336,50800
67136,48672
48192,38720
52208,50256
63632,53072
65392,52736
46288,64784
61968,68784
63264,70880
51088,58288
60672,37360
42688,45520
52112,41216
50320,48880
40304,37104
42352,41872
38544,42160
50160,37504
38176,24048
31344,27744
28000,25600
26464,25632
26736,30624
29392,30048
28208,37344
31248,28304
36096,32000
43312,36944
44592,28384
37408,26992
32704,18928
26096,26912
27984,28912
27632,22512
27936,27024
35008,34112
38688,36240
34848,29072
30176,25968
27296,21680
24880,22128
24048,18640
,16528
21232,16416
,16592
21344,16624
,16000
,14656
,14768
,14416
,16384
,15936
21216,17120
22000,21088
26800,22064
26864,21280
23712,19968
23968,19680
23600,19200
23024,18464
22976,18736
22272,16080
21040,18560
24144,27872
38576,28208
30960,20560
29168,20016
24368,20752
24176,24736
27808,24032
26240,24304
26160,22176
27376,26144
31776,30144
40688,35488
46512,44272
51280,41808
50192,46352
54128,49056
52016,38864
54576,42848
59568,42160
53232,41856
52000,38928
52432,38528
50336,40816
44960,45568
52720,50672
58736,47504
58240,48752
52368,44512
62016,49088
67360,47424
64448,45472
73760,48480
68672,53920
79456,47472
73808,
79440,36048
86688,
70416,27584
74144,
67552,26272
74176,26976
78736,24224
81104,24320
86176,24832
83856,19008
68464,17568
52592,15168
46160,19840
52576,19776
48688,17440
45792,16032
37216,14576
49440,17056
54128,17952
61824,24400
99232,25072
86064,23664
59504,22016
73856,23408
70944,22064
64208,18608
62208,16880
41312,17216
58304,18320
60992,17664
46208,14736
46096,14048
43760,13440
50368,15264
53776,13776
55648,15280
62496,13280
49936,13488
51760,12576
48128,15968
58560,20080
76432,44480
111216,48960
105952,59536
91024,
103072,
75248,
76128,
67184,
60864,35376
58752,35424
57488,
51248,
48672,41008
48512,40304
48912,39088
53648,42256
56480,48880
76784,62704
136176,82144
157216,76768
168688,64352
140448,50800
108976,45696
102064,48448
97216,45696
96896,43024
93040,45040
94288,42848
88352,42224
86720,43568
87232,44352
87872,42672
84480,39728
83424,40688
82352,40576
85632,42784
81504,40096
83776,
74912,
68304,37920
78096,39520
76240,40656
77024,36000
