frame,25px_sum,25px_mean,10px_sum,10px_mean
0,19120,764.8,8944,894.4
1,20128,805.12,9824,982.4
2,20304,812.16,10064,1006.4
3,19104,764.16,9248,924.8
4,23408,936.32,12512,1251.2
5,22112,884.48,11520,1152.0
6,20016,800.64,9472,947.2
7,23504,940.16,11952,1195.2
8,26720,1068.8,15488,1548.8
9,0,nan,0,nan
10,24320,972.8,12784,1278.4
11,19520,780.8,8528,852.8
12,22592,903.68,10448,1044.8
13,22240,889.6,9952,995.2
14,25872,1034.88,13328,1332.8
15,24048,961.92,12464,1246.4
16,25296,1011.84,12912,1291.2
17,29600,1184.0,17968,1796.8
18,25312,1012.48,14624,1462.4
19,27616,1104.64,16192,1619.2
20,24448,977.92,12960,1296.0
21,25936,1037.44,14896,1489.6
22,25408,1016.32,14496,1449.6
23,24096,963.84,13040,1304.0
24,20768,830.72,9360,936.0
25,23984,959.36,13264,1326.4
26,22544,901.76,12112,1211.2
27,23808,952.32,12912,1291.2
28,26080,1043.2,15072,1507.2
29,28528,1141.12,17296,1729.6
30,30032,1201.28,18624,1862.4
31,27696,1107.84,16352,1635.2
32,24992,999.68,13456,1345.6
33,29344,1173.76,16816,1681.6
34,28608,1144.32,16000,1600.0
35,30992,1239.68,17408,1740.8
36,30976,1239.04,17648,1764.8
37,26112,1044.48,13104,1310.4
38,25344,1013.76,12720,1272.0
39,23744,949.76,11600,1160.0
40,29328,1173.12,17472,1747.2
41,29104,1164.16,17296,1729.6
42,27200,1088.0,15856,1585.6
43,0,nan,0,nan
44,29376,1175.04,17328,1732.8
45,29488,1179.52,17568,1756.8
46,27792,1111.68,16080,1608.0
47,23840,953.6,12800,1280.0
48,22944,917.76,12416,1241.6
49,23232,929.28,12432,1243.2
50,22832,913.28,12480,1248.0
51,26688,1067.52,15552,1555.2
52,22832,913.28,12720,1272.0
53,24368,974.72,13840,1384.0
54,0,nan,0,nan
55,27856,1114.24,17232,1723.2
56,0,nan,0,nan
57,26928,1077.12,15824,1582.4
58,21712,868.48,10384,1038.4
59,32576,1303.04,18832,1883.2
60,31280,1251.2,17936,1793.6
61,32320,1292.8,18352,1835.2
62,34032,1361.28,20176,2017.6
63,29504,1180.16,15472,1547.2
64,31184,1247.36,18032,1803.2
65,26192,1047.68,12384,1238.4
66,32272,1290.88,17824,1782.4
67,32000,1280.0,18688,1868.8
68,25088,1003.52,14176,1417.6
69,27984,1119.36,16320,1632.0
70,0,nan,0,nan
71,25136,1005.44,13696,1369.6
72,25056,1002.24,14032,1403.2
73,26160,1046.4,14880,1488.0
74,24224,968.96,13456,1345.6
75,20384,815.36,10560,1056.0
76,19712,788.48,9280,928.0
77,21696,867.84,10800,1080.0
78,23792,951.68,12960,1296.0
79,20816,832.64,10608,1060.8
80,20864,834.56,11008,1100.8
81,26320,1052.8,15696,1569.6
82,23552,942.08,13008,1300.8
83,21920,876.8,11776,1177.6
84,20752,830.08,10912,1091.2
85,20224,808.96,9552,955.2
86,22464,898.56,11312,1131.2
87,21680,867.2,10112,1011.2
88,24752,990.08,13488,1348.8
89,27200,1088.0,15504,1550.4
90,0,nan,0,nan
91,0,nan,0,nan
92,26928,1077.12,14960,1496.0
93,24640,985.6,12944,1294.4
94,29392,1175.68,16416,1641.6
95,23728,949.12,11520,1152.0
96,0,nan,0,nan
97,27008,1080.32,15456,1545.6
98,27728,1109.12,16256,1625.6
99,28000,1120.0,15808,1580.8
100,26256,1050.24,14640,1464.0
101,0,nan,0,nan
102,27104,1084.16,15520,1552.0
103,0,nan,0,nan
104,21952,878.08,11216,1121.6
105,20176,807.04,10352,1035.2
106,21376,855.04,10896,1089.6
107,23168,926.72,12816,1281.6
108,22608,904.32,11712,1171.2
109,25872,1034.88,15120,1512.0
110,22256,890.24,11920,1192.0
111,25200,1008.0,14224,1422.4
112,23504,940.16,13152,1315.2
113,24032,961.28,13264,1326.4
114,25712,1028.48,13488,1348.8
115,26272,1050.88,13616,1361.6
116,30624,1224.96,17152,1715.2
