frame,25px_sum,25px_mean,10px_sum,10px_mean
0,64112,2564.48,28720,2872
1,42288,1691.52,19136,1913.6
2,51760,2070.4,24288,2428.8
3,44304,1772.16,20096,2009.6
4,43440,1737.6,19584,1958.4
5,44208,1768.32,19344,1934.4
6,48320,1932.8,23232,2323.2
7,47808,1912.32,23184,2318.4
8,45664,1826.56,20528,2052.8
9,47584,1903.36,22576,2257.6
10,40992,1639.68,19312,1931.2
11,46464,1858.56,22624,2262.4
12,45680,1827.2,22128,2212.8
13,40096,1603.84,18112,1811.2
14,50576,2023.04,23648,2364.8
15,43072,1722.88,19552,1955.2
16,37040,1481.6,16816,1681.6
17,45376,1815.04,21696,2169.6
18,38304,1532.16,17936,1793.6
19,42800,1712,20448,2044.8
20,38384,1535.36,17920,1792
21,32800,1312,14656,1465.6
22,44064,1762.56,21696,2169.6
23,59824,2392.96,28672,2867.2
24,58992,2359.68,30192,3019.2
25,48480,1939.2,22400,2240
26,58512,2340.48,29056,2905.6
27,51120,2044.8,24624,2462.4
28,46576,1863.04,22544,2254.4
29,38112,1524.48,16960,1696
30,44288,1771.52,19472,1947.2
31,56400,2256,25984,2598.4
32,18560,742.4,8288,828.8
33,0,nan,0,nan
34,0,nan,0,nan
35,0,nan,0,nan
36,23536,941.44,10672,1067.2
37,40544,1621.76,20656,2065.6
38,37776,1511.04,17728,1772.8
39,45104,1804.16,22176,2217.6
40,42192,1687.68,19536,1953.6
41,37424,1496.96,17232,1723.2
42,49280,1971.2,24592,2459.2
43,50240,2009.6,25472,2547.2
44,45248,1809.92,21920,2192
45,50656,2026.24,25072,2507.2
46,50720,2028.8,25696,2569.6
47,52704,2108.16,26592,2659.2
48,54144,2165.76,26544,2654.4
49,54208,2168.32,27584,2758.4
50,52464,2098.56,26112,2611.2
51,48896,1955.84,24848,2484.8
52,53232,2129.28,25232,2523.2
53,53680,2147.2,25136,2513.6
54,54704,2188.16,26528,2652.8
55,54752,2190.08,27088,2708.8
56,40512,1620.48,19440,1944
57,31632,1265.28,15040,1504
58,35568,1422.72,16032,1603.2
59,37072,1482.88,17200,1720
60,37152,1486.08,17104,1710.4
61,40576,1623.04,19344,1934.4
62,50144,2005.76,24448,2444.8
63,56016,2240.64,28752,2875.2
64,59392,2375.68,31072,3107.2
65,53248,2129.92,25616,2561.6
66,53216,2128.64,26160,2616
67,53088,2123.52,24864,2486.4
68,53344,2133.76,24016,2401.6
69,45568,1822.72,20944,2094.4
70,49280,1971.2,23808,2380.8
71,57296,2291.84,28992,2899.2
72,56112,2244.48,27328,2732.8
73,58448,2337.92,29008,2900.8
74,50608,2024.32,24784,2478.4
75,52832,2113.28,28384,2838.4
76,60096,2403.84,32224,3222.4
77,54960,2198.4,28944,2894.4
78,50560,2022.4,25856,2585.6
79,48544,1941.76,24192,2419.2
80,47792,1911.68,23808,2380.8
81,52944,2117.76,25952,2595.2
82,46384,1855.36,21504,2150.4
83,43600,1744,21424,2142.4
84,38080,1523.2,18096,1809.6
85,31040,1241.6,14496,1449.6
86,35904,1436.16,16704,1670.4
87,33488,1339.52,15184,1518.4
88,37424,1496.96,17360,1736
89,41680,1667.2,19888,1988.8
90,43392,1735.68,21120,2112
91,45168,1806.72,21856,2185.6
92,45456,1818.24,22848,2284.8
93,50592,2023.68,24816,2481.6
94,47616,1904.64,22048,2204.8
95,45840,1833.6,20256,2025.6
96,45488,1819.52,20320,2032
97,47392,1895.68,22288,2228.8
98,44416,1776.64,19984,1998.4
99,33584,1343.36,15936,1593.6
100,45424,1816.96,21872,2187.2
101,42128,1685.12,20848,2084.8
102,46928,1877.12,24544,2454.4
103,48800,1952,25024,2502.4
104,50432,2017.28,25968,2596.8
105,51552,2062.08,26240,2624
106,58448,2337.92,29344,2934.4
107,54208,2168.32,26992,2699.2
108,58624,2344.96,29456,2945.6
109,56496,2259.84,26976,2697.6
110,59328,2373.12,28816,2881.6
111,44688,1787.52,20304,2030.4
112,38688,1547.52,16688,1668.8
113,35248,1409.92,16448,1644.8
114,37968,1518.72,18208,1820.8
115,29376,1175.04,13776,1377.6
116,53168,2126.72,27840,2784
117,64368,2574.72,32592,3259.2
118,48768,1950.72,23968,2396.8
119,35488,1419.52,16640,1664
120,32848,1313.92,15488,1548.8
121,38336,1533.44,18096,1809.6
122,35152,1406.08,15872,1587.2
123,49792,1991.68,23968,2396.8
124,48752,1950.08,24816,2481.6
125,56784,2271.36,29504,2950.4
126,57056,2282.24,29696,2969.6
127,44512,1780.48,21824,2182.4
128,38016,1520.64,17280,1728
129,45904,1836.16,22720,2272
130,52096,2083.84,26064,2606.4
131,55056,2202.24,27696,2769.6
132,54528,2181.12,26912,2691.2
133,64448,2577.92,32336,3233.6
134,49280,1971.2,23456,2345.6
135,35936,1437.44,16368,1636.8
136,36624,1464.96,17232,1723.2
137,43648,1745.92,21056,2105.6
138,50752,2030.08,26576,2657.6
139,48928,1957.12,24256,2425.6
140,47024,1880.96,23088,2308.8
141,50448,2017.92,24832,2483.2
142,54336,2173.44,26848,2684.8
143,62048,2481.92,30576,3057.6
144,45840,1833.6,21552,2155.2
145,37504,1500.16,17040,1704
146,34128,1365.12,16016,1601.6
147,36560,1462.4,17856,1785.6
148,35904,1436.16,17216,1721.6
149,30384,1215.36,14448,1444.8
150,32640,1305.6,16080,1608
151,29424,1176.96,13952,1395.2
152,36144,1445.76,17888,1788.8
153,31568,1262.72,14240,1424
154,31360,1254.4,15136,1513.6
155,32032,1281.28,14544,1454.4
156,38832,1553.28,20416,2041.6
157,0,nan,0,nan
158,38560,1542.4,20576,2057.6
159,41392,1655.68,22336,2233.6
160,47088,1883.52,24880,2488
161,41440,1657.6,20144,2014.4
162,34960,1398.4,16144,1614.4
163,38976,1559.04,19632,1963.2
164,31296,1251.84,14544,1454.4
165,0,nan,0,nan
166,35648,1425.92,16384,1638.4
167,34768,1390.72,15712,1571.2
168,30624,1224.96,13840,1384
169,37040,1481.6,17376,1737.6
170,30512,1220.48,14176,1417.6
171,34720,1388.8,16384,1638.4
172,48448,1937.92,23232,2323.2
173,53312,2132.48,26704,2670.4
174,55728,2229.12,27792,2779.2
175,59360,2374.4,30208,3020.8
176,50784,2031.36,25984,2598.4
177,36880,1475.2,18944,1894.4
178,40304,1612.16,20416,2041.6
179,48992,1959.68,26736,2673.6
180,43696,1747.84,22176,2217.6
181,49616,1984.64,25136,2513.6
182,43280,1731.2,21216,2121.6
183,44128,1765.12,21824,2182.4
184,37744,1509.76,18480,1848
185,35344,1413.76,16624,1662.4
186,43072,1722.88,21440,2144
187,49440,1977.6,23088,2308.8
188,61200,2448,28192,2819.2
189,59872,2394.88,27360,2736
190,42656,1706.24,20032,2003.2
191,38160,1526.4,17360,1736
192,0,nan,0,nan
193,37584,1503.36,19968,1996.8
194,31056,1242.24,14704,1470.4
195,31600,1264,15936,1593.6
196,35760,1430.4,18416,1841.6
197,37280,1491.2,17648,1764.8
198,37952,1518.08,17760,1776
199,43616,1744.64,19712,1971.2
200,40976,1639.04,19344,1934.4
201,48560,1942.4,23328,2332.8
202,47568,1902.72,23024,2302.4
