frame,25px_sum,25px_mean,10px_sum,10px_mean
0,22464,898.56,9568,956.8
1,19920,796.8,8272,827.2
2,21600,864,9184,918.4
3,25184,1007.36,11360,1136
4,26032,1041.28,11968,1196.8
5,24656,986.24,11424,1142.4
6,28208,1128.32,13840,1384
7,28864,1154.56,13920,1392
8,30672,1226.88,15376,1537.6
9,32208,1288.32,16352,1635.2
10,34528,1381.12,18256,1825.6
11,35520,1420.8,18128,1812.8
12,34064,1362.56,17696,1769.6
13,34736,1389.44,18176,1817.6
14,28800,1152,14304,1430.4
15,34480,1379.2,18352,1835.2
16,29472,1178.88,14736,1473.6
17,25776,1031.04,11840,1184
18,23296,931.84,10240,1024
19,25360,1014.4,12112,1211.2
20,27152,1086.08,13536,1353.6
21,25712,1028.48,11728,1172.8
22,24304,972.16,10624,1062.4
23,23312,932.48,9904,990.4
24,21008,840.32,8736,873.6
25,0,nan,0,nan
26,20816,832.64,8832,883.2
27,21360,854.4,9152,915.2
28,21712,868.48,9104,910.4
29,0,nan,0,nan
30,20416,816.64,8496,849.6
31,20800,832,8672,867.2
32,25856,1034.24,12256,1225.6
33,27344,1093.76,12832,1283.2
34,27648,1105.92,13072,1307.2
35,29488,1179.52,14256,1425.6
36,31920,1276.8,15776,1577.6
37,28336,1133.44,13600,1360
38,30240,1209.6,15360,1536
39,31840,1273.6,16160,1616
40,32144,1285.76,16400,1640
41,29424,1176.96,14512,1451.2
42,26704,1068.16,12672,1267.2
43,30656,1226.24,15280,1528
44,31424,1256.96,16048,1604.8
45,31408,1256.32,15616,1561.6
46,29648,1185.92,14720,1472
47,26160,1046.4,11920,1192
48,22272,890.88,9248,924.8
49,20496,819.84,8672,867.2
50,0,nan,0,nan
51,0,nan,0,nan
52,20800,832,8768,876.8
53,21120,844.8,8816,881.6
54,20496,819.84,8608,860.8
55,0,nan,0,nan
56,21472,858.88,9088,908.8
57,21648,865.92,9168,916.8
58,25664,1026.56,11824,1182.4
59,27024,1080.96,12912,1291.2
60,24720,988.8,10800,1080
61,25408,1016.32,11408,1140.8
62,25536,1021.44,11472,1147.2
63,25776,1031.04,11856,1185.6
64,27600,1104,13120,1312
65,26496,1059.84,12208,1220.8
66,25920,1036.8,12128,1212.8
67,29888,1195.52,15136,1513.6
68,32208,1288.32,16144,1614.4
69,29296,1171.84,14672,1467.2
70,28816,1152.64,14368,1436.8
71,23888,955.52,10576,1057.6
72,22848,913.92,9744,974.4
73,0,nan,0,nan
74,0,nan,0,nan
75,19376,775.04,8064,806.4
76,19872,794.88,8416,841.6
77,20944,837.76,8800,880
78,21936,877.44,9536,953.6
79,23824,952.96,10528,1052.8
80,23264,930.56,10080,1008
81,27936,1117.44,13328,1332.8
82,34944,1397.76,18128,1812.8
83,30576,1223.04,15488,1548.8
84,29040,1161.6,13744,1374.4
85,29072,1162.88,13984,1398.4
86,25936,1037.44,11616,1161.6
87,26256,1050.24,11968,1196.8
88,31328,1253.12,16608,1660.8
89,29008,1160.32,14464,1446.4
90,0,nan,0,nan
91,30384,1215.36,16304,1630.4
92,32352,1294.08,17792,1779.2
93,25792,1031.68,12160,1216
94,21984,879.36,9232,923.2
95,24288,971.52,10528,1052.8
96,22624,904.96,9888,988.8
97,20176,807.04,8384,838.4
98,19408,776.32,8128,812.8
99,20736,829.44,8752,875.2
100,24592,983.68,10976,1097.6
101,22912,916.48,9712,971.2
102,24768,990.72,11008,1100.8
103,22960,918.4,9728,972.8
104,24224,968.96,10928,1092.8
105,27600,1104,13792,1379.2
106,29248,1169.92,14896,1489.6
107,28800,1152,14048,1404.8
108,28864,1154.56,14160,1416
109,26816,1072.64,12752,1275.2
110,28304,1132.16,13536,1353.6
111,27008,1080.32,12848,1284.8
112,28544,1141.76,13920,1392
113,26848,1073.92,12768,1276.8
114,27184,1087.36,12848,1284.8
115,24064,962.56,10592,1059.2
116,26016,1040.64,12048,1204.8
117,25104,1004.16,11488,1148.8
118,27968,1118.72,13808,1380.8
119,26944,1077.76,12928,1292.8
120,24560,982.4,10848,1084.8
121,24080,963.2,10416,1041.6
122,21264,850.56,8944,894.4
123,0,nan,0,nan
124,0,nan,0,nan
125,20944,837.76,8752,875.2
126,0,nan,0,nan
127,0,nan,0,nan
128,21408,856.32,9152,915.2
129,23072,922.88,10144,1014.4
130,30064,1202.56,15808,1580.8
131,30400,1216,15088,1508.8
132,29760,1190.4,14624,1462.4
133,31440,1257.6,16000,1600
134,27104,1084.16,12928,1292.8
135,26240,1049.6,12432,1243.2
136,26304,1052.16,12096,1209.6
137,29392,1175.68,14544,1454.4
138,25424,1016.96,11504,1150.4
139,23952,958.08,10448,1044.8
140,22480,899.2,9568,956.8
141,22720,908.8,9968,996.8
142,22560,902.4,9648,964.8
143,22192,887.68,9472,947.2
144,22976,919.04,9744,974.4
145,23424,936.96,10064,1006.4
146,23264,930.56,9872,987.2
147,25376,1015.04,11056,1105.6
148,22256,890.24,9312,931.2
149,21184,847.36,8944,894.4
150,22272,890.88,9632,963.2
151,22752,910.08,9632,963.2
152,23440,937.6,9968,996.8
153,26096,1043.84,11872,1187.2
154,26848,1073.92,12912,1291.2
155,31840,1273.6,16080,1608
156,33648,1345.92,16560,1656
157,35296,1411.84,17744,1774.4
158,37392,1495.68,18112,1811.2
159,36736,1469.44,19136,1913.6
160,35152,1406.08,17664,1766.4
161,33152,1326.08,16992,1699.2
162,30496,1219.84,14672,1467.2
163,32240,1289.6,16672,1667.2
164,30640,1225.6,15328,1532.8
165,31888,1275.52,16928,1692.8
166,33520,1340.8,18576,1857.6
167,33200,1328,18016,1801.6
168,32608,1304.32,17376,1737.6
169,0,nan,0,nan
170,24848,993.92,10944,1094.4
171,22560,902.4,9520,952
172,22576,903.04,9424,942.4
173,22400,896,9392,939.2
174,22480,899.2,9408,940.8
175,22240,889.6,9520,952
176,21296,851.84,9040,904
177,21392,855.68,9072,907.2
178,22624,904.96,9632,963.2
179,20912,836.48,8800,880
180,25376,1015.04,11712,1171.2
181,23056,922.24,9808,980.8
182,25072,1002.88,11392,1139.2
183,32112,1284.48,16256,1625.6
184,31424,1256.96,15184,1518.4
185,28704,1148.16,13888,1388.8
186,32912,1316.48,16544,1654.4
187,28992,1159.68,13968,1396.8
188,28864,1154.56,13936,1393.6
189,26976,1079.04,13232,1323.2
190,30800,1232,15328,1532.8
191,30512,1220.48,15264,1526.4
192,32480,1299.2,16752,1675.2
193,29360,1174.4,14704,1470.4
194,30800,1232,15712,1571.2
195,29936,1197.44,15008,1500.8
196,31360,1254.4,16544,1654.4
197,24224,968.96,10848,1084.8
198,22272,890.88,9456,945.6
199,22272,890.88,9568,956.8
200,22992,919.68,9936,993.6
201,22032,881.28,9264,926.4
202,0,nan,0,nan
203,21712,868.48,9008,900.8
204,22512,900.48,9712,971.2
205,21344,853.76,9040,904
206,20736,829.44,8752,875.2
207,0,nan,0,nan
208,0,nan,0,nan
209,21072,842.88,8960,896
210,20192,807.68,8336,833.6
211,23232,929.28,10080,1008
212,24720,988.8,11472,1147.2
213,23536,941.44,10256,1025.6
214,23216,928.64,9792,979.2
215,20800,832,8704,870.4
216,21344,853.76,8896,889.6
217,22464,898.56,9552,955.2
218,22352,894.08,9424,942.4
219,21200,848,9088,908.8
220,24576,983.04,11392,1139.2
221,27696,1107.84,13888,1388.8
222,23552,942.08,10352,1035.2
223,20864,834.56,8736,873.6
224,0,nan,0,nan
225,19984,799.36,8320,832
226,19792,791.68,8272,827.2
227,19696,787.84,8208,820.8
228,0,nan,0,nan
229,21136,845.44,9024,902.4
230,30304,1212.16,14720,1472
231,25232,1009.28,11216,1121.6
232,26464,1058.56,12576,1257.6
233,28640,1145.6,13808,1380.8
234,0,nan,0,nan
235,27904,1116.16,13872,1387.2
236,29520,1180.8,14320,1432
237,26448,1057.92,12192,1219.2
238,23904,956.16,10208,1020.8
239,23616,944.64,10336,1033.6
240,22400,896,9456,945.6
241,22912,916.48,9712,971.2
242,22144,885.76,9472,947.2
243,23264,930.56,10144,1014.4
244,22048,881.92,9344,934.4
245,21632,865.28,9328,932.8
246,20224,808.96,8480,848
247,0,nan,0,nan
248,19520,780.8,8224,822.4
249,19936,797.44,8496,849.6
250,19904,796.16,8368,836.8
251,22352,894.08,9376,937.6
252,20880,835.2,8720,872
253,19872,794.88,8368,836.8
254,21424,856.96,9168,916.8
255,22192,887.68,9472,947.2
256,24128,965.12,10544,1054.4
257,24496,979.84,11184,1118.4
258,30960,1238.4,15984,1598.4
259,31424,1256.96,16032,1603.2
260,29072,1162.88,14480,1448
261,26704,1068.16,12816,1281.6
