RFP_raw,GCaMP_raw
17280,
18576,7120
18816,7408
18352,7424
18080,7824
17808,7488
18352,8272
18112,7280
16896,7072
18672,6736
18240,7072
18448,6544
18144,6864
19344,
18256,
17904,6880
18400,6704
19280,7008
20128,6832
21024,
20592,
19872,
20512,
17984,6864
18912,
18944,
19280,
19904,
19040,
18816,
20672,
20336,7200
21328,7072
21744,6864
19040,
19024,6816
18688,
18992,
19488,
19056,
19344,6432
19216,6688
19984,
18672,7472
21264,7504
21888,6736
19600,6944
21008,7552
21280,7360
21536,6944
20944,
,6672
20480,
20928,
19808,
18112,
19600,
20336,
19872,
19312,
19072,
18976,
20592,6640
21328,
18096,6944
20224,6816
19728,6496
19744,
20384,6128
19008,
19536,
20176,
19664,
21552,6624
20864,
20560,6352
20688,
19872,
18896,
20544,6800
,
,
,6448
19856,6528
21408,6608
19792,
20624,
20240,6432
19808,
21568,
21088,
20080,
19232,
18208,6576
19152,
17904,6896
,6880
19008,
19152,
19360,
21008,
20656,
20128,
20768,
20736,
19968,
19120,
20192,
,
,
19056,
18624,
17952,
19184,
17712,
19376,7120
20416,7616
19088,7616
19472,7392
20480,7088
20016,6880
19072,7440
19712,7392
18960,7008
18656,
18784,7088
19216,6960
19344,6912
19376,6544
19296,
18992,6576
19504,
18352,
17776,
18512,
18912,
20048,
20416,
,
18896,
19104,
18416,
18864,
19344,
18384,
18704,
18976,6640
19904,6144
19776,
18304,
17808,
18512,
19728,
20064,
19360,
20240,
19776,
18912,
18208,
19072,
20624,
20032,
18608,
18288,
19760,
18976,
19440,
19920,
21536,
21744,
20960,
20720,
19856,
18880,
20432,
20256,
19680,
20352,
19184,
18176,
17824,
18640,
18768,
19168,
18912,7408
20688,7488
19488,7088
18224,7952
18176,7872
18432,7072
18240,7456
19392,7344
18752,6048
17904,6784
18592,6752
19024,7136
19072,7488
19584,7456
19712,7376
,8736
21728,8416
22752,7856
21728,7712
20464,7744
20768,6816
,
18864,
19232,7088
21648,7296
23632,6416
19952,7600
18928,6912
18432,7120
18896,6864
19104,6576
18656,6432
17568,6528
16480,
16496,6496
17216,6672
17120,6560
17872,
17760,7712
21008,7392
19632,7184
19152,7120
18736,8240
,7600
,7584
,7664
,7120
,
,6560
,
17936,
19040,
17808,
19392,
19680,
19776,
19712,
19392,6688
17760,6672
19296,
17936,
19008,
19376,
18208,
18656,6592
18624,7232
,6816
18208,7936
,7328
,6624
19072,6320
17408,
17664,
18560,6688
,7328
21936,6720
20272,
21088,
20720,6784
20304,
18608,
19152,
17808,
18304,
18096,
18288,
18288,
18688,
17952,
17984,
17568,
17808,
18352,
17808,
17376,
18032,
18496,
18576,
18016,
18880,
17328,
19616,
18960,
18336,
18704,
18464,
18064,
19744,
19504,7264
21168,
18832,
18080,6464
20240,
17904,
18624,
19840,
19408,
19392,
18896,
17904,
17104,
17824,6832
20208,
20064,7040
19568,7184
18304,7584
20512,7424
18192,6784
,6480
18688,8080
,8096
19744,7808
18576,6880
18160,7104
18896,7264
19648,7584
19408,7792
18880,7696
18896,
16032,7920
16112,10784
21600,10960
23744,10000
,9424
19376,7856
17552,8528
21104,7648
19648,6464
16992,
16704,9280
,10160
22784,10384
23536,10416
25456,9264
28144,
20064,9392
27088,9664
27632,9952
27552,6960
19008,10032
25856,10336
25952,9840
26704,8672
23328,9024
24480,9024
20208,9952
23664,9936
23200,8992
19568,8064
17632,9568
,10112
22400,8528
20512,8208
19248,7520
18112,6608
17456,8976
20096,9008
19968,7440
18448,7952
19952,7392
19904,7104
19408,9616
23392,10000
22944,9808
23296,9872
25792,9408
23744,7088
21600,8768
22592,8400
23440,8496
23776,7504
19824,7088
19024,8192
21216,8880
22384,8976
22640,8960
22464,9200
21344,9680
22640,9344
21632,8128
20800,7904
,8128
20992,9024
,9296
,8800
18208,7504
16272,9040
16480,9200
17040,
15232,
,
,
,
,
,
,
,
,
,8400
18224,7040
16160,8624
17168,9648
17680,9744
17136,9200
16016,10960
17232,10320
17456,9760
18464,10224
18480,11712
19600,10384
19248,9824
18928,9888
18992,10016
18944,10048
,11104
,10816
,10336
18112,10896
,9904
,10080
,10560
18352,9696
,8752
,9456
,9952
16848,11152
,9728
16160,9120
14816,8688
14656,10000
15008,8608
15136,8880
,9136
15376,8128
15072,7952
14848,7760
