RFP_raw,GCaMP_raw
2976,10576
2992,10512
3136,10304
3008,10816
3280,10784
2800,11248
2928,11616
2752,10608
2496,9984
2496,10816
2336,8768
2544,8432
2464,8656
2544,9808
2672,9888
2672,10384
2560,10832
2832,10640
2768,10416
2832,9968
2752,9632
2592,9280
2496,10208
2624,10464
2592,10096
2576,9632
2592,9456
2592,10784
2560,10912
2592,9792
,8144
2544,8256
2560,8768
2560,8704
2736,8736
2976,9136
3024,10256
3088,9536
3024,9728
2928,8720
2784,8352
2656,9072
2384,8400
,8176
,9520
2656,10016
2736,10112
2688,9936
2576,8352
2400,8016
2432,8400
2832,9712
2656,9968
2880,9840
2752,9200
2768,8608
2560,8624
2576,7728
2400,8144
2496,9120
2704,8928
2688,9264
2800,8848
2960,8560
2896,8304
2848,9264
2976,9024
2864,8944
2720,7840
2512,9120
2704,9136
2816,9216
2832,9216
2832,9424
2848,9536
2928,9136
2880,9216
2880,8784
2928,8576
2992,8512
2864,8832
3056,8160
2880,8496
2864,8832
2944,8928
2928,8784
2816,8160
2640,8432
2608,7904
2496,6560
,6736
2512,7280
2720,7808
2816,7552
2704,6848
2688,6944
2608,7264
2976,7568
3024,7760
2976,7904
3008,7680
2960,7600
3040,7280
2896,7120
2720,6608
3008,6720
2976,5568
2832,6384
2992,6560
2848,6960
2672,6832
2832,7184
2640,6320
2656,6144
2512,6896
2816,6928
2656,6576
,6336
2592,7088
2592,6416
2752,6560
2640,8672
2736,8560
2752,8944
2864,9488
3008,8704
2688,8080
2448,8960
2832,9616
2672,9536
2768,9728
2752,9616
2752,9616
2912,9168
2960,8448
2672,7552
2576,7504
2816,8000
2864,8624
2960,8464
2928,8032
2848,8192
2880,7920
2704,7840
2608,7520
2736,7808
2752,8192
2784,8352
2720,7408
2432,7120
2416,6848
2432,7792
2480,7920
2688,8160
2592,7312
2656,7712
2560,8656
2704,9088
2656,8384
2528,8064
,6640
2528,7344
2496,6896
2480,7168
2816,7456
2944,8192
3008,7056
2688,6608
2624,6304
,7024
2576,6992
2400,7856
2672,7824
2640,7232
2480,7840
2784,7920
2848,8016
2784,7584
2400,6848
2416,7312
2416,7936
2400,8240
2432,8528
2624,8912
2640,8192
2720,8320
2496,7920
2688,7472
2832,8048
2816,8352
2816,7888
2800,7760
2880,7680
2672,7760
2768,7056
2656,7280
2832,7232
2960,8208
2768,8112
2896,8176
2912,8336
2800,
2688,7088
2544,7008
2608,6880
2624,6224
2416,6736
2720,6816
2752,6624
2592,5904
2512,6272
2736,6448
2816,7232
2864,6736
2912,6880
2672,6192
2608,5904
2624,6736
2624,6800
2608,7360
2672,7984
2688,8256
2736,8288
2736,8864
2864,8848
2736,8192
2848,8400
2784,8736
2864,8288
2560,7232
,6880
2560,7232
2480,6976
2608,6656
2656,7488
2512,6800
,7040
2720,7888
2736,7840
2912,7968
3008,7520
2880,7104
2864,7328
2864,7568
2784,7568
2768,7968
2640,7696
2592,7408
2400,8096
2576,8432
2576,8064
,8400
2608,8976
2672,8832
2576,8720
2624,8864
2592,8112
2560,7776
2592,7088
2640,7136
2656,6928
2560,6928
2448,7152
2592,7056
2512,7392
2640,7504
2640,8240
2736,8144
2864,8160
2928,7584
2704,7360
2608,7536
2944,7584
2848,7936
2976,7680
2800,6688
2672,7440
2672,7968
2624,8416
2784,8496
2768,9168
2736,8432
2560,8336
2512,8512
2352,7936
,7280
2320,7904
2304,8528
2416,8736
2400,8352
,8400
2448,7872
,7040
2432,7760
2576,7888
2704,7936
2528,7072
2672,7152
2864,6944
2640,7792
2720,8160
2560,7072
,6272
,6544
,5952
,6496
,6912
,6352
,6592
,6544
,7296
,7408
2416,7024
2416,6768
,6608
,6656
,6592
,7168
,6912
2512,7872
2480,7664
2512,8432
2640,7600
,7120
,7744
2384,8832
,8960
2480,9472
2384,9968
2448,9760
2464,8160
2448,7040
,7776
2368,7968
,7552
,7664
2384,9040
2560,9536
2656,9280
2736,9440
2704,9136
2560,7696
,7632
,6960
,6752
,7728
2320,8944
2608,8384
2736,8208
2608,8128
2448,8656
,10128
,10432
,9920
,10224
,9856
2464,11088
2432,10704
2480,9312
2464,8112
2336,6720
,7440
,8272
,7968
,8112
,8672
2496,9184
2432,9840
2640,9776
2544,9968
2688,10032
2672,10640
2608,10496
2672,10160
2512,9312
2544,9072
2576,8048
,8656
2384,9152
2560,9280
2592,8304
2496,8464
2576,8352
2672,7760
2512,7040
,6832
2288,7376
,8000
2592,7856
2512,8336
2736,8432
2816,8528
2944,9040
3152,9232
3008,8368
2832,7872
2640,7664
2592,8032
2784,7968
2800,7680
2768,7408
2896,7664
2720,7632
2736,7776
2720,7680
2864,7376
2784,6960
2672,7344
2624,6960
2736,7328
2512,7696
2736,7824
2592,8496
2848,7728
2784,7472
2704,7328
2688,7648
2848,8800
3136,7648
2768,7984
2784,8528
2768,8720
2832,8272
2752,8224
2784,7632
2656,7216
2608,7728
2800,7664
3008,8144
3024,8032
3040,7840
2976,7792
2976,7952
2944,8032
2976,8144
2864,7328
2736,7456
2624,7408
2608,8384
2544,7728
2624,6368
2608,6816
2464,6896
2688,7296
2704,8128
3024,8528
2848,7888
2592,7504
2528,8096
2576,8480
2576,8800
2512,8624
2704,10176
2832,10432
2896,10240
2800,10416
2912,10272
2864,10496
3168,9040
