RFP_raw,GCaMP_raw
3104,9344
2992,9280
2944,8832
2768,9584
2944,9520
3072,8592
2672,8320
2480,10144
2640,10560
2544,9872
2544,10640
2464,8704
2384,9264
2496,9552
2736,10576
2752,10496
2816,9760
2688,8304
,7136
,8192
2400,8880
2384,7696
2464,7312
2272,8256
2400,9056
2512,8976
2576,8544
2544,10016
2784,11024
2832,9776
2592,10048
2512,10496
2480,9776
2640,10160
2688,10320
2720,11136
2864,11392
3072,10960
2880,11600
2896,10864
2848,10640
2608,9504
2640,9392
2624,9168
2592,8304
2528,8336
2592,10752
3072,12032
3120,10672
3056,9808
2656,8640
2624,9088
2848,9600
2944,10768
3152,11168
3072,12336
3040,11408
2784,11888
2976,11792
2800,10960
3008,10688
2688,11072
2800,11392
2912,11120
2992,10480
2816,11200
2992,10656
2832,10416
2896,10560
2944,9792
2976,9632
2880,9072
2672,9632
2720,9024
2704,9904
2864,8720
2592,9456
2912,9552
2848,9056
2752,6176
2480,
2288,5744
,4864
,6512
,7472
,8352
2496,10144
,12032
2656,13456
,10848
,8752
,7168
,
,
,8944
2368,11872
2416,10480
2880,9888
3088,8288
2544,7424
2528,7552
2336,6832
,7968
2672,7504
2640,6144
2368,6736
2496,6480
2432,6640
,6544
2496,6656
2560,6864
2592,6464
2480,7648
2576,7680
2576,7760
2624,7312
2528,7216
2576,7024
2624,6848
2640,6944
2576,7024
2624,6880
2608,7040
2704,6800
2736,6432
