frame,25px_sum,25px_mean,10px_sum,10px_mean
0,2976,119.04,1472,147.2
1,2992,119.68,1408,140.8
2,3136,125.44,1504,150.4
3,3008,120.32,1456,145.6
4,3280,131.2,1632,163.2
5,2800,112.0,1248,124.8
6,2928,117.12,1392,139.2
7,2752,110.08,1200,120.0
8,2496,99.84,1088,108.8
9,2496,99.84,1088,108.8
10,2336,93.44,992,99.2
11,2544,101.76,1104,110.4
12,2464,98.56,1040,104.0
13,2544,101.76,1152,115.2
14,2672,106.88,1168,116.8
15,2672,106.88,1232,123.2
16,2560,102.4,1184,118.4
17,2832,113.28,1312,131.2
18,2768,110.72,1264,126.4
19,2832,113.28,1264,126.4
20,2752,110.08,1232,123.2
21,2592,103.68,1152,115.2
22,2496,99.84,1056,105.6
23,2624,104.96,1184,118.4
24,2592,103.68,1120,112.0
25,2576,103.04,1152,115.2
26,2592,103.68,1152,115.2
27,2592,103.68,1168,116.8
28,2560,102.4,1120,112.0
29,2592,103.68,1152,115.2
30,0,nan,0,nan
31,2544,101.76,1104,110.4
32,2560,102.4,1120,112.0
33,2560,102.4,1120,112.0
34,2736,109.44,1232,123.2
35,2976,119.04,1392,139.2
36,3024,120.96,1424,142.4
37,3088,123.52,1488,148.8
38,3024,120.96,1440,144.0
39,2928,117.12,1360,136.0
40,2784,111.36,1280,128.0
41,2656,106.24,1200,120.0
42,2384,95.36,1024,102.4
43,0,nan,0,nan
44,0,nan,0,nan
45,2656,106.24,1184,118.4
46,2736,109.44,1232,123.2
47,2688,107.52,1200,120.0
48,2576,103.04,1136,113.6
49,2400,96.0,1024,102.4
50,2432,97.28,1120,112.0
51,2832,113.28,1328,132.8
52,2656,106.24,1216,121.6
53,2880,115.2,1344,134.4
54,2752,110.08,1312,131.2
55,2768,110.72,1312,131.2
56,2560,102.4,1152,115.2
57,2576,103.04,1136,113.6
58,2400,96.0,1088,108.8
59,2496,99.84,1120,112.0
60,2704,108.16,1216,121.6
61,2688,107.52,1200,120.0
62,2800,112.0,1264,126.4
63,2960,118.4,1424,142.4
64,2896,115.84,1408,140.8
65,2848,113.92,1360,136.0
66,2976,119.04,1424,142.4
67,2864,114.56,1360,136.0
68,2720,108.8,1168,116.8
69,2512,100.48,1072,107.2
70,2704,108.16,1232,123.2
71,2816,112.64,1280,128.0
72,2832,113.28,1312,131.2
73,2832,113.28,1296,129.6
74,2848,113.92,1312,131.2
75,2928,117.12,1392,139.2
76,2880,115.2,1376,137.6
77,2880,115.2,1344,134.4
78,2928,117.12,1392,139.2
79,2992,119.68,1424,142.4
80,2864,114.56,1408,140.8
81,3056,122.24,1488,148.8
82,2880,115.2,1376,137.6
83,2864,114.56,1328,132.8
