frame,25px_sum,25px_mean,10px_sum,10px_mean
0,6336,253.44,2992,299.2
1,6832,273.28,3376,337.6
2,6704,268.16,3280,328.0
3,7280,291.2,3632,363.2
4,7152,286.08,3664,366.4
5,7696,307.84,3872,387.2
6,7632,305.28,3776,377.6
7,7568,302.72,3744,374.4
8,8704,348.16,4384,438.4
9,10048,401.92,5104,510.4
10,8128,325.12,3792,379.2
11,7488,299.52,3616,361.6
12,6528,261.12,3056,305.6
13,7872,314.88,3840,384.0
14,8032,321.28,3808,380.8
15,7872,314.88,3696,369.6
16,7408,296.32,3520,352.0
17,8096,323.84,3920,392.0
18,8800,352.0,4304,430.4
19,9024,360.96,4384,438.4
20,8128,325.12,3872,387.2
21,6720,268.8,3088,308.8
22,6432,257.28,3072,307.2
23,5600,224.0,2496,249.6
24,5456,218.24,2368,236.8
25,5584,223.36,2448,244.8
26,6080,243.2,2800,280.0
27,6304,252.16,3008,300.8
28,6656,266.24,3328,332.8
29,7664,306.56,3568,356.8
30,8448,337.92,4016,401.6
31,8032,321.28,3728,372.8
32,7632,305.28,3520,352.0
33,7648,305.92,3808,380.8
34,7296,291.84,3568,356.8
35,8080,323.2,4000,400.0
36,8752,350.08,4432,443.2
37,9536,381.44,4704,470.4
38,9808,392.32,4768,476.8
39,9456,378.24,4592,459.2
40,8944,357.76,4224,422.4
41,9024,360.96,4128,412.8
42,8624,344.96,3936,393.6
43,8576,343.04,3952,395.2
44,7920,316.8,3600,360.0
45,7856,314.24,3568,356.8
46,7408,296.32,3296,329.6
47,8192,327.68,3696,369.6
48,8480,339.2,3776,377.6
49,8048,321.92,3632,363.2
50,7632,305.28,3488,348.8
51,7392,295.68,3536,353.6
52,7856,314.24,3904,390.4
53,8416,336.64,4144,414.4
54,8816,352.64,4224,422.4
55,8192,327.68,4000,400.0
56,8320,332.8,4160,416.0
57,8768,350.72,4336,433.6
58,7600,304.0,3648,364.8
59,8048,321.92,4064,406.4
60,7744,309.76,3920,392.0
61,7344,293.76,3648,364.8
62,6784,271.36,3216,321.6
63,6768,270.72,3248,324.8
64,6944,277.76,3440,344.0
65,6960,278.4,3344,334.4
66,6368,254.72,2912,291.2
67,6400,256.0,2944,294.4
68,6896,275.84,3216,321.6
69,6768,270.72,3120,312.0
70,6272,250.88,2816,281.6
71,5952,238.08,2672,267.2
72,6608,264.32,3088,308.8
73,7056,282.24,3328,332.8
74,6944,277.76,3136,313.6
75,6880,275.2,3200,320.0
76,8224,328.96,3952,395.2
77,8432,337.28,4016,401.6
78,8672,346.88,4080,408.0
79,8512,340.48,3792,379.2
80,7664,306.56,3392,339.2
81,7248,289.92,3136,313.6
82,7328,293.12,3152,315.2
83,8672,346.88,3984,398.4
84,9280,371.2,4400,440.0
85,8928,357.12,4384,438.4
86,9056,362.24,4448,444.8
87,9568,382.72,4736,473.6
88,8880,355.2,4320,432.0
89,9072,362.88,4416,441.6
90,8704,348.16,4144,414.4
91,9200,368.0,4400,440.0
