frame,25px_sum,25px_mean,10px_sum,10px_mean
0,18048,721.92,9136,913.6
1,0,nan,0,nan
2,27232,1089.28,16896,1689.6
3,0,nan,0,nan
4,0,nan,0,nan
5,23072,922.88,13584,1358.4
6,22336,893.44,12448,1244.8
7,0,nan,0,nan
8,21872,874.88,10944,1094.4
9,27024,1080.96,16160,1616.0
10,21568,862.72,11328,1132.8
11,22688,907.52,12816,1281.6
12,20848,833.92,11600,1160.0
13,21216,848.64,12336,1233.6
14,21232,849.28,12272,1227.2
15,19120,764.8,10192,1019.2
16,0,nan,0,nan
17,18320,732.8,9920,992.0
18,20304,812.16,10736,1073.6
19,22736,909.44,12720,1272.0
20,23808,952.32,13536,1353.6
21,24512,980.48,13616,1361.6
22,0,nan,0,nan
23,24448,977.92,14464,1446.4
24,24864,994.56,14528,1452.8
25,22128,885.12,12912,1291.2
26,21264,850.56,11456,1145.6
27,21504,860.16,12016,1201.6
28,19600,784.0,10208,1020.8
29,19520,780.8,10160,1016.0
30,24256,970.24,14112,1411.2
31,22672,906.88,12912,1291.2
32,23408,936.32,13360,1336.0
33,21744,869.76,11824,1182.4
34,22736,909.44,13200,1320.0
35,22608,904.32,12960,1296.0
36,19984,799.36,10288,1028.8
37,19456,778.24,10224,1022.4
38,20608,824.32,10352,1035.2
39,20576,823.04,10048,1004.8
40,0,nan,0,nan
41,21472,858.88,11632,1163.2
42,0,nan,0,nan
43,19776,791.04,11248,1124.8
44,18112,724.48,8928,892.8
45,18512,740.48,8352,835.2
46,17632,705.28,8144,814.4
47,18560,742.4,8784,878.4
48,23712,948.48,13392,1339.2
49,22912,916.48,12464,1246.4
50,24400,976.0,14000,1400.0
51,21104,844.16,11344,1134.4
52,21248,849.92,11312,1131.2
53,18016,720.64,8368,836.8
54,21152,846.08,10816,1081.6
55,20016,800.64,10304,1030.4
56,17968,718.72,9088,908.8
57,20352,814.08,10576,1057.6
58,22816,912.64,12608,1260.8
59,20736,829.44,10656,1065.6
60,0,nan,0,nan
61,0,nan,0,nan
62,0,nan,0,nan
63,22224,888.96,10976,1097.6
64,21088,843.52,10384,1038.4
65,23936,957.44,13168,1316.8
66,0,nan,0,nan
67,20336,813.44,11600,1160.0
68,19104,764.16,10256,1025.6
69,22400,896.0,13168,1316.8
70,0,nan,0,nan
71,22160,886.4,13376,1337.6
72,0,nan,0,nan
73,0,nan,0,nan
74,0,nan,0,nan
75,22624,904.96,13552,1355.2
76,0,nan,0,nan
77,20784,831.36,11472,1147.2
78,21856,874.24,13248,1324.8
