RFP_raw,GCaMP_raw
26080,13776
26368,13936
24544,13040
24800,11920
23328,12528
23408,12768
29248,13440
24960,13744
21424,12128
,12176
,12064
,9824
,11120
,12080
20528,11104
20784,12032
24864,11776
23456,13280
24384,14224
28896,14624
30064,13232
28576,12608
25280,12672
25312,12512
24192,14992
23936,14976
21904,14640
21360,13552
,12384
,13936
23632,14768
26336,15200
28688,13168
24400,12784
33520,15040
36096,13536
25008,12960
,12224
32096,12976
28976,13296
24816,12832
21984,12048
22064,12048
21200,11024
20000,12672
,12688
20192,14000
22656,11808
24848,16496
23696,15072
25392,16352
24016,13664
,12816
,14048
23760,15168
27712,12848
25872,13152
22768,12816
28512,13056
23552,13408
22992,14656
21360,12736
22176,13312
22256,12784
23920,13184
26480,13440
23712,13792
24352,13376
23952,12528
23984,12768
22480,12432
23072,12192
21408,12176
,12992
,11856
,12128
,13408
,12560
22432,13088
22064,13136
22784,12864
27632,13040
22096,13472
,10768
21808,8448
20528,10048
22208,9552
21776,12272
22208,11904
20944,12144
22144,12832
22336,13568
23504,13792
22880,10880
19424,10016
,11312
20688,12912
21152,13552
22880,14528
27312,14176
24352,12288
,11136
,11232
,11200
,12928
,14672
,13392
,10064
,11488
22800,9376
26064,9824
23424,14176
36992,14752
34400,12928
23680,11600
25040,13712
31984,14864
38256,16080
35440,14064
33248,14464
25968,14416
23280,14160
24544,13840
21824,13216
22880,14752
23440,14000
21760,14048
22128,13760
23232,13744
22784,13728
24352,13296
23488,12720
24208,15616
28720,14928
,13632
,14784
24032,14032
31040,13376
21792,13280
22464,12128
20512,12672
20528,13360
21872,13232
22448,14304
21648,14096
20560,13264
20320,13232
,14720
26208,12944
21312,
23392,12384
21248,12528
,11584
20816,10912
,10880
,10512
,12416
,12160
22176,11600
19776,12320
22736,12064
,12736
23248,
22608,12480
22144,12480
,11872
20928,12192
,10896
,11680
20640,12128
21168,11696
20720,12128
20752,11968
,12624
21472,12736
20928,14144
,12144
21104,11712
,11136
,10832
20432,10608
,10960
,11952
22080,11408
21248,12208
23152,12816
24336,14224
25904,13408
24576,13840
24064,13808
23280,13136
