RFP_raw,GCaMP_raw
,6336
11872,6832
,6704
12416,7280
13168,7152
12864,7696
13312,7632
13152,7568
13152,8704
13760,10048
13584,8128
14496,7488
13952,6528
12960,7872
13280,8032
14160,7872
14096,7408
12912,8096
13504,8800
13680,9024
14128,8128
13840,6720
13184,6432
12944,5600
,5456
,5584
,6080
12544,6304
12720,6656
13024,7664
13152,8448
13088,8032
13392,7632
,7648
12432,7296
13280,8080
13168,8752
14000,9536
14176,9808
14496,9456
14400,8944
13888,9024
14160,8624
14592,8576
14400,7920
14080,7856
13600,7408
13136,8192
13408,8480
13568,8048
13600,7632
13312,7392
13056,7856
13728,8416
13600,8816
14240,8192
14080,8320
13312,8768
13552,7600
13456,8048
13056,7744
13040,7344
12768,6784
12624,6768
12416,6944
,6960
12784,6368
12208,6400
12448,6896
12784,6768
12896,6272
12816,5952
,6608
12928,7056
13136,6944
13520,6880
13008,8224
13216,8432
13168,8672
13760,8512
13808,7664
13808,7248
14272,7328
13472,8672
14224,9280
14624,8928
13728,9056
14128,9568
14752,8880
14480,9072
14208,8704
14560,9200
14208,9344
14592,7728
13504,6656
13104,6656
13344,6096
12288,5840
,6416
12496,6944
12768,7120
12768,7056
12848,6192
12352,6992
,6496
12688,7104
12896,8640
13312,9248
14384,9456
14112,9184
14496,9312
14832,9952
15072,9712
15168,9184
14624,7072
14192,8256
13888,9024
14896,9440
14928,8384
14128,6096
12576,5008
12368,6176
,6704
12592,6272
12960,6560
,6320
12480,6512
12720,6160
12384,6896
12592,7184
12752,6688
12736,6096
,6128
12336,7072
12832,6640
12480,6496
12592,7616
13728,9008
14752,8976
14672,8224
13696,7040
12912,7728
12992,8208
13440,8096
13584,7568
13296,7856
13488,7856
13152,7600
13104,8000
13248,7984
12960,9296
13408,9008
14080,8544
14432,8736
14080,8192
14112,8224
13360,5952
13104,6144
12528,5936
12160,6032
,5936
,5328
,5152
,5408
,5744
12400,5920
12320,6128
,5600
12112,5360
,5888
,5360
,5584
12288,5824
,7024
12432,6640
12736,6976
12832,6576
,6496
12768,6704
12896,7120
,7056
,7584
13120,8064
13776,7248
13440,6544
13136,6160
12848,5760
12912,5696
,6128
12432,6320
12928,6272
12592,5968
12224,5968
,6336
,6320
,6096
,6416
12304,6816
12784,7120
12928,6720
13168,5088
,5728
,6272
12528,6656
,6864
13008,6656
13168,6688
,6528
,6848
,7184
12912,7856
13008,9344
14176,9952
14768,9264
14816,8528
13760,8512
14768,6752
14544,6240
12528,6816
,6304
12976,6304
12416,6000
12624,6592
12512,6768
13216,6576
12880,6832
13184,7248
13088,8144
13872,7072
13600,6128
,6448
13136,6864
13456,6704
,5856
,5328
,6304
12896,6000
,6560
12560,7408
13840,7728
13408,6880
12848,7072
13152,7152
13200,6416
12736,6400
12528,7520
12928,6992
13520,7536
13568,7488
13216,7264
,7296
12992,6704
13104,8112
13360,8688
13712,8544
14112,8624
13792,8400
13776,8208
13280,7712
12768,6544
12752,7856
12976,8864
13696,7984
13456,6880
12912,7376
13376,6752
12592,5344
12496,5936
12064,6448
12368,5984
12768,5712
12688,5920
12704,6272
13184,6528
12848,6848
12560,7296
13680,7056
13440,6864
13680,7472
13232,6720
12752,6736
12384,7040
