timestamp,X,Y
13:51:09.900083,26163.412875,23833.740750
13:51:10.092875,26167.699125,23844.170625
13:51:10.275968,26171.509125,23853.838500
13:51:10.452418,26174.747625,23863.030125
13:51:10.630198,26178.033750,23872.745625
13:51:10.808427,26180.700750,23882.508750
13:51:10.986229,26183.986875,23894.415000
13:51:11.159090,26186.034750,23908.797750
13:51:11.346617,26181.319875,23947.659750
13:51:11.534723,26167.032375,24002.380875
13:51:11.734054,26154.697500,24060.150000
13:51:11.914401,26143.362750,24112.775625
13:51:12.097700,26134.599750,24165.925125
13:51:12.260585,26142.219750,24208.978125
13:51:12.436789,26150.316000,24258.793875
13:51:12.612101,26161.412625,24304.942500
13:51:12.779930,26171.271000,24342.566250
13:51:12.954190,26175.938250,24366.712125
13:51:13.132901,26173.223625,24348.662250
13:51:13.296273,26169.985125,24329.040750
13:51:13.459541,26166.175125,24316.848750
13:51:13.620454,26162.365125,24306.466500
13:51:13.791732,26157.650250,24304.371000
13:51:13.953575,26154.983250,24303.466125
13:51:14.118834,26152.840125,24304.799625
13:51:14.284146,26150.125500,24310.514625
13:51:14.451430,26147.410875,24318.039375
13:51:14.614226,26144.696250,24327.183375
13:51:14.776423,26141.457750,24336.994125
13:51:14.958508,26138.219250,24348.138375
13:51:15.120730,26134.980750,24360.330375
13:51:15.295961,26132.266125,24371.665125
13:51:15.463172,26130.123000,24380.618625
13:51:15.630509,26127.408375,24389.762625
13:51:15.808289,26124.693750,24400.383000
13:51:15.976074,26121.455250,24411.574875
13:51:16.144906,26118.216750,24422.766750
13:51:16.309167,26114.406750,24435.482625
13:51:16.487963,26109.501375,24448.960500
13:51:16.649405,26104.072125,24463.200375
13:51:16.821655,26098.642875,24476.725875
13:51:16.983958,26093.213625,24490.775250
13:51:17.147033,26086.689000,24508.920375
13:51:17.321067,26079.592875,24526.684500
13:51:17.500781,26074.163625,24538.162125
13:51:17.666229,26069.258250,24548.782500
13:51:17.840042,26062.733625,24566.403750
13:51:18.003835,26057.780625,24580.262625
13:51:18.177319,26052.922875,24595.407375
13:51:18.339300,26047.493625,24609.075750
13:51:18.501286,26037.111375,24630.745125
13:51:18.675123,26027.919750,24651.747750
13:51:18.839897,26019.204375,24669.035625
13:51:19.014632,26011.584375,24683.751750
13:51:19.177389,26005.059750,24697.039125
13:51:19.344320,25999.059000,24709.088250
13:51:19.508568,25993.629750,24720.423000
13:51:19.674967,25988.724375,24731.472000
13:51:19.850862,25983.295125,24744.473625
13:51:20.016988,25977.294375,24757.284750
13:51:20.184322,25971.865125,24772.000875
13:51:20.346176,25966.435875,24787.050375
13:51:20.509051,25960.435125,24801.814125
13:51:20.685246,25954.386750,24815.196750
13:51:20.849531,25949.005125,24829.008000
13:51:21.021837,25943.004375,24842.057250
13:51:21.185694,25937.575125,24856.011375
13:51:21.346777,25932.145875,24868.727250
13:51:21.515832,25926.716625,24882.109875
13:51:21.691082,25920.192000,24899.016750
13:51:21.870506,25913.667375,24914.637750
13:51:22.035347,25906.571250,24931.782750
13:51:22.199564,25899.475125,24947.356125
13:51:22.379879,25892.379000,24961.834125
13:51:22.555782,25885.854375,24975.169125
13:51:22.722615,25878.234375,24989.837625
13:51:22.900346,25870.614375,25003.125000
13:51:23.063701,25863.518250,25015.221750
13:51:23.225961,25855.898250,25027.604250
13:51:23.392264,25847.706750,25039.891500
13:51:23.572608,25840.086750,25050.845250
13:51:23.738842,25831.895250,25063.084875
13:51:23.912614,25823.703750,25075.372125
13:51:24.073510,25816.083750,25086.611625
13:51:24.239690,25808.463750,25097.517750
13:51:24.405521,25800.843750,25108.138125
13:51:24.571795,25791.556875,25117.186875
13:51:24.734761,25782.793875,25126.140375
13:51:24.896101,25774.650000,25135.189125
13:51:25.065801,25767.030000,25144.285500
13:51:25.231590,25758.838500,25153.381875
13:51:25.393425,25750.647000,25163.287875
13:51:25.589650,25742.455500,25173.670125
13:51:25.750699,25734.264000,25182.718875
13:51:25.912785,25725.548625,25192.529625
13:51:26.087383,25717.357125,25202.388000
13:51:26.279407,25709.165625,25211.484375
13:51:26.440254,25700.450250,25220.437875
13:51:26.614509,25690.639500,25231.058250
