timestamp,X_motor,Y_motor,X_centroid,Y_centroid
15:01:39.548054,19970.067375,28098.892875,20138.043375,27930.916875
15:01:39.643402,19962.495000,28098.702375,20298.447000,27930.726375
15:01:39.741648,19966.781250,28096.987875,18622.973250,28768.891875
15:01:39.839872,19965.685875,28100.035875,18621.877875,28771.939875
15:01:39.938375,19953.351000,28107.703500,20121.327000,28107.703500
15:01:40.039756,19947.540750,28108.846500,20283.492750,27940.870500
15:01:40.137728,19952.208000,28107.274875,18440.424000,28779.178875
15:01:40.240314,19951.207875,28110.608625,18103.471875,28950.488625
15:01:40.339609,19937.349000,28118.657250,18089.613000,28958.537250
15:01:40.436372,19924.871250,28125.515250,18245.111250,28797.419250
15:01:40.548086,19909.964625,28133.373375,18566.156625,28637.301375
15:01:40.640363,19899.439500,28136.754750,21075.271500,27632.826750
15:01:40.740908,19890.581250,28137.469125,21402.365250,27465.565125
15:01:40.840777,19895.915250,28129.611000,21239.723250,27625.683000
15:01:40.947097,19909.583625,28124.705625,21085.415625,27788.753625
15:01:41.038526,19918.013250,28121.229000,17734.325250,29129.085000
15:01:41.140018,19925.871375,28123.943625,17574.207375,29299.775625
15:01:41.240763,19919.489625,28135.183125,20087.465625,27967.207125
15:01:41.338472,19904.773500,28137.897750,20408.701500,27801.945750
15:01:41.447495,19903.011375,28133.230500,18055.275375,28973.110500
15:01:41.540179,19906.392750,28135.849875,18058.656750,28975.729875
15:01:41.649183,19894.819875,28146.041625,18215.059875,28817.945625
15:01:41.744552,19883.485125,28149.708750,18539.677125,28653.636750
15:01:41.839765,19869.769125,28156.662000,21549.529125,27148.806000
15:01:41.942128,19862.673000,28154.137875,21878.385000,27146.281875
15:01:42.038827,19870.054875,28143.136500,21549.814875,27471.232500
15:01:42.138540,19886.056875,28136.135625,21229.864875,27464.231625
15:01:42.238706,19897.486875,28130.706375,20905.342875,27794.754375
15:01:42.340642,19908.012000,28125.753375,20579.916000,27957.777375
15:01:42.441760,19915.393875,28124.134125,20251.345875,28124.134125
15:01:42.538260,19920.489750,28124.134125,20088.465750,28292.110125
15:01:42.636104,19922.966250,28125.705750,19922.966250,28293.681750
15:01:42.744384,19923.156750,28127.277375,19923.156750,28295.253375
15:01:42.838615,19923.156750,28128.849000,13708.044750,31152.417000
15:01:42.938722,19921.442250,28132.182750,13706.330250,30987.774750
15:01:43.040876,19907.154750,28148.899125,14027.994750,31004.491125
15:01:43.141380,19879.865625,28168.330125,14504.633625,30519.994125
15:01:43.239613,19850.909625,28186.665750,15147.581625,30202.377750
15:01:43.341410,19822.572750,28202.620125,15959.124750,29714.404125
15:01:43.440342,19796.712375,28215.669375,16605.168375,29391.501375
15:01:43.544550,19773.757125,28226.623125,17254.117125,29234.479125
15:01:43.640096,19754.421375,28235.243250,17906.685375,28907.147250
15:01:43.752506,19735.466625,28243.911000,20575.346625,27236.055000
15:01:43.850671,19727.608500,28241.767875,18719.752500,28577.719875
15:01:43.939544,19730.847000,28234.814625,18722.991000,28906.718625
15:01:44.038776,19725.179625,28240.053375,18885.299625,29079.933375
15:01:44.138906,19716.892875,28246.149375,19044.988875,28918.053375
15:01:44.238623,19710.034875,28253.769375,19374.082875,28925.673375
15:01:44.341270,19704.700875,28258.674750,20544.580875,28090.698750
15:01:44.444126,19705.462875,28259.960625,19705.462875,28931.864625
15:01:44.541134,19711.844625,28262.056125,19543.868625,28933.960125
15:01:44.640768,19709.034750,28269.914250,19541.058750,28941.818250
15:01:44.740935,19707.606000,28274.867250,19371.654000,28610.819250
15:01:44.839725,19705.796250,28280.010750,19369.844250,28280.010750
15:01:44.937584,19702.510125,28280.106000,19198.582125,28280.106000
15:01:45.044472,19699.128750,28280.106000,19195.200750,28280.106000
15:01:45.141300,19694.413875,28280.106000,19190.485875,28112.130000
15:01:45.240783,19689.318000,28278.534375,19521.342000,27606.630375
15:01:45.342036,19685.412750,28275.391125,19517.436750,27771.463125
15:01:45.454022,19683.745875,28268.247375,25562.905875,24236.823375
15:01:45.537097,19684.555500,28266.199500,25731.691500,24234.775500
15:01:45.650299,19696.938000,28249.959375,25744.074000,24386.511375
15:01:45.743234,19722.750750,28225.908750,25097.982750,24866.388750
15:01:45.841914,19751.611500,28203.429750,24286.963500,25515.813750
15:01:45.942836,19780.186500,28183.236750,23475.658500,26167.524750
15:01:46.037550,19805.332500,28166.615625,22828.900500,26654.831625
15:01:46.137476,19827.811500,28152.994875,22347.451500,27145.138875
15:01:46.240709,19846.861500,28142.850750,21862.573500,27470.946750
15:01:46.342225,19863.244500,28135.945125,21375.028500,27799.993125
15:01:46.441843,19877.246250,28131.516000,14669.990250,31155.084000
15:01:46.545995,19885.390125,28134.564000,14174.206125,31326.108000
15:01:46.643458,19878.865500,28151.566125,14335.657500,31175.134125
15:01:46.741840,19857.958125,28172.330625,17506.294125,29180.186625
15:01:46.841065,19831.288125,28186.570500,15295.936125,30370.258500
15:01:46.942414,19814.190750,28192.857000,15950.742750,30040.593000
15:01:47.040392,19788.901875,28209.097125,16429.381875,29720.881125
15:01:47.140956,19766.375250,28221.574875,16910.783250,29565.382875
15:01:47.241355,19745.610750,28232.909625,19913.586750,27728.981625
15:01:47.340159,19730.275500,28237.386375,20402.179500,27565.482375
15:01:47.443925,19729.513500,28230.052125,18217.729500,29069.932125
15:01:47.539811,19734.371250,28232.290500,18054.611250,29072.170500
15:01:47.644147,19725.274875,28241.720250,18213.490875,29081.600250
15:01:47.744456,19712.797125,28247.292375,18368.989125,29087.172375
15:01:47.842509,19700.605125,28255.960125,18524.773125,28927.864125
15:01:47.942564,19690.127625,28262.437125,20362.031625,27758.509125
15:01:48.040620,19683.936375,28262.246625,20355.840375,27758.318625
15:01:48.139964,19691.032500,28255.579125,20026.984500,27919.627125
15:01:48.245907,19694.461500,28252.388250,19526.485500,28252.388250
15:01:48.341589,19694.747250,28252.007250,19190.819250,28587.959250
15:01:48.440764,19692.747000,28254.674250,18852.867000,28926.578250
15:01:48.539157,19687.032000,28258.293750,18511.200000,29266.149750
15:01:48.642807,19678.411875,28267.009125,18670.555875,29106.889125
15:01:48.740335,19668.553500,28275.057750,18828.673500,29114.937750
15:01:48.844975,19660.076250,28282.582500,18820.196250,29122.462500
15:01:48.942274,19653.789750,28289.535750,18981.885750,28961.439750
15:01:49.040341,19645.550625,28296.917625,18973.646625,28800.845625
15:01:49.141069,19640.502375,28302.061125,19136.574375,28805.989125
15:01:49.240097,19633.834875,28306.299750,19129.906875,28642.251750
15:01:49.340744,19630.453500,28310.633625,19126.525500,28646.585625
15:01:49.440518,19624.881375,28313.538750,19288.929375,28649.490750
15:01:49.548503,19620.928500,28316.872500,19117.000500,28820.800500
15:01:49.641947,19618.452000,28319.968125,19114.524000,28823.896125
15:01:49.745102,19612.213125,28325.826000,19108.285125,28829.754000
15:01:49.840068,19609.022250,28329.302625,19105.094250,29001.206625
15:01:49.952403,19602.783375,28336.160625,19098.855375,28840.088625
15:01:50.052914,19599.544875,28340.685000,19095.616875,28844.613000
15:01:50.143915,19594.877625,28345.209375,19090.949625,28681.161375
15:01:50.243009,19589.638875,28349.638500,19253.686875,28685.590500
15:01:50.341875,19585.257375,28352.448375,19249.305375,28688.400375
15:01:50.451729,19582.257000,28355.877375,19078.329000,28691.829375
15:01:50.545790,19579.494750,28358.592000,19075.566750,28694.544000
15:01:50.644251,19573.494000,28362.021000,18901.590000,28865.949000
15:01:50.744890,19569.826875,28365.640500,19065.898875,28869.568500
15:01:50.845835,19562.492625,28371.069750,18890.588625,29042.973750
15:01:50.954510,19559.016000,28376.308500,18887.112000,29048.212500
15:01:51.039595,19552.967625,28381.499625,18881.063625,28885.427625
15:01:51.140363,19545.442875,28388.214750,19041.514875,28892.142750
15:01:51.248516,19540.347000,28392.167625,19036.419000,28728.119625
15:01:51.338966,19536.918000,28395.882375,19032.990000,28731.834375
15:01:51.450092,19530.441000,28399.359000,19026.513000,28735.311000
15:01:51.543729,19527.821625,28402.026000,19191.869625,28737.978000
