timestamp,X,Y
16:00:53.257586,27666.410250,24370.569750
16:00:53.422490,27665.362500,24365.045250
16:00:53.586667,27664.314750,24360.235125
16:00:53.765006,27663.267000,24355.901250
16:00:53.927237,27661.647750,24351.138750
16:00:54.091027,27660.028500,24346.328625
16:00:54.252377,27658.409250,24341.947125
16:00:54.416250,27655.694625,24340.756500
16:00:54.591014,27652.456125,24339.946875
16:00:54.756856,27648.646125,24339.375375
16:00:54.934734,27644.312250,24339.042000
16:00:55.129412,27639.978375,24339.327750
16:00:55.310269,27635.644500,24339.994500
16:00:55.477078,27631.834500,24342.137625
16:00:55.638940,27628.024500,24344.852250
16:00:55.814735,27625.309875,24348.424125
16:00:55.975863,27622.595250,24351.996000
16:00:56.140701,27620.976000,24355.282125
16:00:56.303219,27619.928250,24358.806375
16:00:56.467893,27619.404375,24362.235375
16:00:56.632815,27619.404375,24365.759625
16:00:56.810098,27619.928250,24370.045875
16:00:56.971336,27620.976000,24373.379625
16:00:57.135625,27622.023750,24376.189500
16:00:57.310975,27623.643000,24379.047000
16:00:57.484529,27625.262250,24381.856875
16:00:57.647674,27626.881500,24385.143000
16:00:57.809425,27628.500750,24388.762500
16:00:57.969381,27630.643875,24392.191500
16:00:58.149142,27632.787000,24395.572875
16:00:58.311989,27636.025500,24397.716000
16:00:58.502701,27639.264000,24399.192375
16:00:58.676996,27641.978625,24400.525875
16:00:58.840501,27645.217125,24401.954625
16:00:59.007618,27650.122500,24402.478500
16:00:59.171392,27656.647125,24402.859500
16:00:59.348721,27664.838625,24402.859500
16:00:59.529973,27673.554000,24402.859500
16:00:59.703386,27682.840875,24402.859500
16:00:59.871151,27692.651625,24402.859500
16:01:00.042918,27703.033875,24402.859500
16:01:00.209879,27713.940000,24402.859500
16:01:00.383628,27726.465375,24402.859500
16:01:00.546964,27740.467125,24402.478500
16:01:00.721290,27756.469125,24401.764125
16:01:00.889087,27772.899750,24400.478250
16:01:01.052880,27788.330250,24399.144750
16:01:01.220238,27802.903500,24397.001625
16:01:01.385467,27817.286250,24394.953750
16:01:01.551359,27828.621000,24394.287000
16:01:01.727149,27838.431750,24393.525000
16:01:01.893474,27849.337875,24392.239125
16:01:02.084745,27860.815500,24389.953125
16:01:02.258452,27871.721625,24387.238500
16:01:02.432801,27882.627750,24384.476250
16:01:02.596559,27894.105375,24380.332875
16:01:02.765566,27907.011750,24376.189500
16:01:02.942599,27921.061125,24371.855625
16:01:03.108478,27936.539250,24368.569500
16:01:03.275275,27953.303250,24365.045250
16:01:03.436525,27970.114875,24362.997375
16:01:03.600988,27987.355125,24361.568625
16:01:03.765743,28004.262000,24361.235250
16:01:03.930060,28019.692500,24361.235250
16:01:04.105770,28035.313500,24361.235250
16:01:04.281202,28049.362875,24361.711500
16:01:04.441525,28061.840625,24362.187750
16:01:04.616766,28072.699125,24362.949750
16:01:04.781606,28084.176750,24363.568875
16:01:04.942523,28095.606750,24364.902375
16:01:05.104011,28107.036750,24365.616750
16:01:05.279574,28119.562125,24366.331125
16:01:05.441900,28132.039875,24366.950250
16:01:05.611188,28144.517625,24367.283625
16:01:05.790512,28157.090625,24367.045500
16:01:05.955490,28169.425500,24366.283500
16:01:06.136064,28180.760250,24365.616750
16:01:06.313789,28191.666375,24363.568875
16:01:06.478861,28200.953250,24361.521000
16:01:06.653955,28208.049375,24359.901750
16:01:06.833252,28213.526250,24359.330250
16:01:06.995097,28220.003250,24357.187125
16:01:07.158860,28227.623250,24353.853375
16:01:07.321638,28235.243250,24347.519250
16:01:07.500519,28243.434750,24340.470750
16:01:07.690747,28251.626250,24331.326750
16:01:07.855131,28259.865375,24321.611250
16:01:08.029424,28268.533125,24310.276500
16:01:08.204175,28277.248500,24299.179875
16:01:08.368562,28285.963875,24288.035625
16:01:08.531840,28294.679250,24276.034125
16:01:08.697268,28303.394625,24264.461250
16:01:08.887507,28311.586125,24253.317000
16:01:09.063951,28318.682250,24242.029875
16:01:09.230759,28325.778375,24229.361625
16:01:09.394303,28333.398375,24214.740750
16:01:09.557788,28339.923000,24199.215000
16:01:09.718616,28345.352250,24182.022375
16:01:09.883053,28350.305250,24164.877375
16:01:10.044048,28352.972250,24147.494250
16:01:10.206643,28354.020000,24131.539875
16:01:10.384936,28355.067750,24116.776125
16:01:10.559749,28354.543875,24102.488625
16:01:10.723056,28352.924625,24088.677375
16:01:10.882391,28351.305375,24077.295000
16:01:11.045714,28349.162250,24067.055625
16:01:11.210490,28345.923750,24056.578125
16:01:11.374794,28342.113750,24045.148125
