a,time,aligned_time
1.2447707873985574,0.0,-161.2
1.1821542925779849,0.1,-161.1
1.1185620468111106,0.2,-161.0
1.057459132958456,0.3,-160.89999999999998
1.003020815756581,0.4,-160.79999999999998
0.9594296381450812,0.5,-160.7
0.930009726202623,0.6,-160.6
0.916451726046606,0.7,-160.5
0.9183618323541832,0.8,-160.39999999999998
0.9332675810687756,0.9,-160.29999999999998
0.9570701347522542,1.0,-160.2
0.9848016294788612,1.1,-160.1
1.011473674488418,1.2,-160.0
1.032809987287462,1.3,-159.89999999999998
1.045729439290959,1.4,-159.79999999999998
1.0485471343153343,1.5,-159.7
1.0409465537656863,1.6,-159.6
1.023815815661607,1.7,-159.5
0.9990311101235348,1.8,-159.39999999999998
0.969228114284972,1.9,-159.29999999999998
0.9375562101580148,2.0,-159.2
0.9073860032679129,2.1,-159.1
0.8819494105420966,2.2,-159.0
0.8639274876667867,2.3,-158.89999999999998
0.8550454460068683,2.4,-158.79999999999998
0.8557649698578622,2.5,-158.7
0.8651651017029292,2.6,-158.6
0.8810704417743322,2.7,-158.5
0.9004276802625069,2.8,-158.39999999999998
0.919866370807507,2.9,-158.29999999999998
0.9363280532042436,3.0,-158.2
0.9476254819105752,3.1,-158.1
0.9528071845977985,3.2,-158.0
0.9522474228795188,3.3,-157.89999999999998
0.94744537086343,3.4,-157.79999999999998
0.9405840747244234,3.5,-157.7
0.933954623842854,3.6,-157.6
0.9293827321745208,3.7,-157.5
0.9277967096683322,3.8,-157.39999999999998
0.9290451902150194,3.9,-157.29999999999998
0.9320134283029606,4.0,-157.2
0.9350099160086236,4.1,-157.1
0.9363198471029444,4.2,-157.0
0.9347712308398352,4.3,-156.89999999999998
0.9301511566602824,4.4,-156.79999999999998
0.9233491873442774,4.5,-156.7
0.9161812160216504,4.6,-156.6
0.9109360665042782,4.7,-156.5
0.9097601798971128,4.8,-156.39999999999998
0.9140321019518788,4.9,-156.29999999999998
0.9238730036253128,5.0,-156.2
0.9379020639509588,5.1,-156.1
0.9532932210111422,5.2,-156.0
0.9661370156945656,5.3,-155.89999999999998
0.9720644477903528,5.4,-155.79999999999998
0.9670480680162016,5.5,-155.7
0.9482564623448424,5.6,-155.6
0.9148049427323368,5.7,-155.5
0.8682300523508799,5.8,-155.39999999999998
0.8125363000542859,5.9,-155.29999999999998
0.7537328245084143,6.0,-155.2
0.698890891003087,6.1,-155.1
0.654884055269835,6.2,-155.0
0.6270798813214602,6.3,-154.89999999999998
0.6182933586424053,6.4,-154.79999999999998
0.6282635281608029,6.5,-154.7
0.6537833213347874,6.6,-154.6
0.6894375527354779,6.7,-154.5
0.7287433109508816,6.8,-154.39999999999998
0.7653939868265711,6.9,-154.29999999999998
0.7943100013583168,7.0,-154.2
0.8122872918186019,7.1,-154.1
0.8181703236988844,7.2,-154.0
0.8126092944047074,7.3,-153.89999999999998
0.7975496422203134,7.4,-153.79999999999998
0.7756279935548646,7.5,-153.7
0.7496205064466896,7.6,-153.6
0.722032398199355,7.7,-153.5
0.6948589002831624,7.8,-153.39999999999998
0.6695061820118946,7.9,-153.29999999999998
0.646840357298243,8.0,-153.2
0.6273272080586121,8.1,-153.1
0.6112248093561516,8.2,-153.0
0.5987892317245775,8.3,-152.89999999999998
0.5904497269517055,8.4,-152.79999999999998
0.5869088964738434,8.5,-152.7
0.5891307596064685,8.6,-152.6
0.5981983516823687,8.7,-152.5
0.6150515313137321,8.8,-152.39999999999998
0.6401500913339775,8.9,-152.29999999999998
0.6731387895089571,9.0,-152.2
0.7126096517057705,9.1,-152.1
0.7560538511858723,9.2,-152.0
0.8000653267869,9.3,-151.89999999999998
0.8408021568517903,9.4,-151.79999999999998
0.8746392827820684,9.5,-151.7
0.8988762243801054,9.6,-151.6
0.9123200738943134,9.7,-151.5
0.9155686612507924,9.8,-151.39999999999998
0.9108801468275294,9.9,-151.29999999999998
0.9016229026137524,10.0,-151.2
0.8914236882414343,10.1,-151.1
0.8832321712194507,10.2,-151.0
0.8785586055000303,10.3,-150.89999999999998
0.8771006617956966,10.4,-150.79999999999998
0.8768648702607105,10.5,-150.7
0.8747438789956136,10.6,-150.6
0.8673814839561049,10.7,-150.5
0.8520856603732584,10.8,-150.39999999999998
0.8275555698405987,10.9,-150.29999999999998
0.7942623290792562,11.0,-150.2
0.7544321353852106,11.1,-150.1
0.7116829121035493,11.2,-150.0
0.6704303954289519,11.3,-149.89999999999998
0.6351962246263696,11.4,-149.79999999999998
0.6099306110273355,11.5,-149.7
0.5974293827050616,11.6,-149.6
0.5989017569003563,11.7,-149.5
0.6137395758528766,11.8,-149.39999999999998
0.6395417449264181,11.9,-149.29999999999998
0.6724384907891712,12.0,-149.2
0.7077201206957657,12.1,-149.1
0.7407012841519252,12.2,-149.0
0.7676632877411622,12.3,-148.89999999999998
0.786649499725331,12.4,-148.79999999999998
